trade_no,entry_time,exit_time,direction,entry_price,exit_price,ideal_exit,pnl_pct,pnl_usd,fee_usd,slip_usd,equity,leverage_pnl,cum_pnl,return_pct,dd_pct,month
1564,2026-02-17 07:45:00,2026-02-17 07:45:00,SHORT,1987.16,1986.59,1986.19,0.029,-3756.43,5889.38,0.4,2450153.45,0.09%,2449467.42,356961.13,5.91,2026-02
1565,2026-02-17 08:30:00,2026-02-17 08:30:00,LONG,1986.59,1978.59,1978.99,-0.402,-35460.51,5880.37,0.4,2414692.94,-1.21%,2414006.91,351793.46,7.27,2026-02
1566,2026-02-17 13:00:00,2026-02-17 13:00:00,SHORT,1978.59,1975.14,1974.75,0.174,6829.58,5795.26,0.39,2421522.52,0.52%,2420836.49,352788.74,7.01,2026-02
1567,2026-02-17 14:45:00,2026-02-17 14:45:00,LONG,1975.14,1948.16,1948.55,-1.366,-105053.71,5811.65,0.39,2316468.8,-4.1%,2315782.78,337479.25,11.04,2026-02
1568,2026-02-17 16:00:00,2026-02-17 16:00:00,SHORT,1948.16,1981.6,1981.2,-1.716,-124841.67,5559.53,0.4,2191627.13,-5.15%,2190941.11,319286.06,15.83,2026-02
1569,2026-02-17 17:00:00,2026-02-17 17:00:00,LONG,1981.6,1965.24,1965.63,-0.826,-59538.07,5259.91,0.39,2132089.07,-2.48%,2131403.04,310609.57,18.12,2026-02
1570,2026-02-17 18:15:00,2026-02-17 18:15:00,SHORT,1965.24,1978.75,1978.35,-0.687,-49085.7,5117.01,0.4,2083003.37,-2.06%,2082317.34,303456.31,20.01,2026-02
1571,2026-02-18 00:45:00,2026-02-18 00:45:00,LONG,1978.75,1987.52,1987.92,0.443,22697.74,4999.21,0.4,2105701.1,1.33%,2105015.08,306764.05,19.13,2026-02
1572,2026-02-18 02:30:00,2026-02-18 02:30:00,SHORT,1987.52,1989.68,1989.28,-0.109,-11921.98,5053.68,0.4,2093779.12,-0.33%,2093093.1,305026.66,19.59,2026-02
1573,2026-02-18 10:30:00,2026-02-18 10:30:00,LONG,1989.68,2007.81,2008.21,0.911,52191.6,5025.07,0.4,2145970.72,2.73%,2145284.7,312632.54,17.59,2026-02
1574,2026-02-18 15:30:00,2026-02-18 15:30:00,SHORT,2007.81,1993.4,1993.0,0.717,41029.67,5150.33,0.4,2187000.39,2.15%,2186314.37,318611.8,16.01,2026-02
1575,2026-02-18 15:45:00,2026-02-18 15:45:00,LONG,1993.4,1986.88,1987.28,-0.327,-26705.34,5248.8,0.4,2160295.05,-0.98%,2159609.03,314720.03,17.04,2026-02
1576,2026-02-19 01:00:00,2026-02-19 01:00:00,SHORT,1986.88,1962.18,1961.79,1.243,75394.58,5184.71,0.39,2235689.64,3.73%,2235003.61,325707.29,14.14,2026-02
1577,2026-02-19 08:30:00,2026-02-19 08:30:00,LONG,1962.18,1967.67,1968.07,0.28,13408.75,5365.66,0.39,2249098.38,0.84%,2248412.36,327661.35,13.63,2026-02
1578,2026-02-19 09:15:00,2026-02-19 09:15:00,SHORT,1967.67,1979.36,1978.96,-0.594,-45455.94,5397.84,0.4,2203642.44,-1.78%,2202956.42,321037.05,15.37,2026-02
1579,2026-02-19 09:45:00,2026-02-19 09:45:00,LONG,1979.36,1968.71,1969.11,-0.538,-40834.43,5288.74,0.39,2162808.01,-1.61%,2162121.99,315086.24,16.94,2026-02
1580,2026-02-19 20:45:00,2026-02-19 20:45:00,SHORT,1968.71,1949.03,1948.64,1.0,59692.92,5190.74,0.39,2222500.94,3.0%,2221814.91,323785.3,14.65,2026-02
1581,2026-02-19 22:15:00,2026-02-19 22:15:00,LONG,1949.03,1941.78,1942.17,-0.372,-30114.14,5334.0,0.39,2192386.79,-1.11%,2191700.77,319396.76,15.8,2026-02
1582,2026-02-19 22:45:00,2026-02-19 22:45:00,SHORT,1941.78,1945.37,1944.98,-0.185,-17416.38,5261.73,0.39,2174970.42,-0.55%,2174284.39,316858.67,16.47,2026-02
1583,2026-02-20 04:00:00,2026-02-20 04:00:00,LONG,1945.37,1950.37,1950.76,0.257,11541.55,5219.93,0.39,2186511.96,0.77%,2185825.94,318540.62,16.03,2026-02
1584,2026-02-20 05:30:00,2026-02-20 05:30:00,SHORT,1950.37,1951.88,1951.49,-0.077,-10329.3,5247.63,0.39,2176182.66,-0.23%,2175496.64,317035.33,16.43,2026-02
1585,2026-02-20 11:00:00,2026-02-20 11:00:00,LONG,1951.88,1952.24,1952.63,0.019,-4009.78,5222.84,0.39,2172172.89,0.06%,2171486.86,316450.99,16.58,2026-02
1586,2026-02-20 15:15:00,2026-02-20 15:15:00,SHORT,1952.24,1958.43,1958.04,-0.317,-25867.34,5213.21,0.39,2146305.55,-0.95%,2145619.52,312681.34,17.57,2026-02
1587,2026-02-20 17:00:00,2026-02-20 17:00:00,LONG,1958.43,1958.4,1958.79,-0.001,-5246.04,5151.13,0.39,2141059.51,-0.0%,2140373.48,311916.83,17.78,2026-02
1588,2026-02-20 17:30:00,2026-02-20 17:30:00,SHORT,1958.4,1955.09,1954.7,0.169,5715.33,5138.54,0.39,2146774.84,0.51%,2146088.81,312749.73,17.56,2026-02
1589,2026-02-21 03:00:00,2026-02-21 03:00:00,LONG,1955.09,1962.73,1963.12,0.391,20009.74,5152.26,0.39,2166784.59,1.17%,2166098.55,315665.75,16.79,2026-02
1590,2026-02-21 06:00:00,2026-02-21 06:00:00,SHORT,1962.73,1965.2,1964.81,-0.126,-13397.51,5200.28,0.39,2153387.08,-0.38%,2152701.04,313713.33,17.3,2026-02
1591,2026-02-21 06:30:00,2026-02-21 06:30:00,LONG,1965.2,1960.88,1961.28,-0.22,-19373.15,5168.13,0.39,2134013.93,-0.66%,2133327.89,310890.08,18.05,2026-02
1592,2026-02-21 07:00:00,2026-02-21 07:00:00,SHORT,1960.88,1964.01,1963.62,-0.16,-15337.36,5121.63,0.39,2118676.57,-0.48%,2117990.53,308654.97,18.64,2026-02
1593,2026-02-21 07:30:00,2026-02-21 07:30:00,LONG,1964.01,1960.89,1961.28,-0.159,-15199.65,5084.82,0.39,2103476.92,-0.48%,2102790.88,306439.92,19.22,2026-02
1594,2026-02-21 08:00:00,2026-02-21 08:00:00,SHORT,1960.89,1965.05,1964.65,-0.212,-18436.46,5048.34,0.39,2085040.46,-0.64%,2084354.42,303753.17,19.93,2026-02
1595,2026-02-21 20:45:00,2026-02-21 20:45:00,LONG,1965.05,1980.91,1981.3,0.807,45479.13,5004.1,0.4,2130519.59,2.42%,2129833.55,310380.85,18.18,2026-02
1596,2026-02-22 02:00:00,2026-02-22 02:00:00,SHORT,1980.91,1980.75,1980.36,0.008,-4617.42,5113.25,0.4,2125902.16,0.02%,2125216.13,309707.95,18.36,2026-02
1597,2026-02-22 02:15:00,2026-02-22 02:15:00,LONG,1980.75,1977.13,1977.52,-0.183,-16777.55,5102.17,0.4,2109124.62,-0.55%,2108438.58,307262.96,19.0,2026-02
1598,2026-02-22 06:15:00,2026-02-22 06:15:00,SHORT,1977.13,1978.43,1978.04,-0.066,-9248.23,5061.9,0.4,2099876.38,-0.2%,2099190.35,305915.21,19.36,2026-02
1599,2026-02-22 08:15:00,2026-02-22 08:15:00,LONG,1978.43,1974.38,1974.78,-0.205,-17940.48,5039.7,0.39,2081935.9,-0.61%,2081249.87,303300.74,20.05,2026-02
1600,2026-02-22 10:15:00,2026-02-22 10:15:00,SHORT,1974.38,1977.24,1976.84,-0.145,-14024.5,4996.65,0.4,2067911.4,-0.43%,2067225.37,301256.95,20.59,2026-02
1601,2026-02-22 12:00:00,2026-02-22 12:00:00,LONG,1977.24,1978.2,1978.59,0.049,-1944.91,4962.99,0.4,2065966.49,0.15%,2065280.46,300973.52,20.66,2026-02
1602,2026-02-22 22:15:00,2026-02-22 22:15:00,SHORT,1978.2,1950.79,1950.4,1.386,80917.52,4958.32,0.39,2146884.01,4.16%,2146197.98,312765.64,17.55,2026-02
1603,2026-02-23 00:15:00,2026-02-23 00:15:00,LONG,1950.79,1948.67,1949.06,-0.108,-12139.92,5152.52,0.39,2134744.09,-0.33%,2134058.06,310996.49,18.02,2026-02
1604,2026-02-23 09:30:00,2026-02-23 09:30:00,SHORT,1948.67,1893.55,1893.17,2.829,176046.07,5123.39,0.38,2310790.15,8.49%,2310104.13,336651.7,11.26,2026-02
1605,2026-02-23 14:30:00,2026-02-23 14:30:00,LONG,1893.55,1908.96,1909.34,0.814,50892.84,5545.9,0.38,2361682.99,2.44%,2360996.97,344068.32,9.3,2026-02
1606,2026-02-24 14:45:00,2026-02-24 14:45:00,SHORT,1908.96,1839.53,1839.16,3.637,252025.62,5668.04,0.37,2613708.61,10.91%,2613022.59,380796.04,0.0,2026-02
1607,2026-02-25 00:00:00,2026-02-25 00:00:00,LONG,1839.53,1847.47,1847.84,0.431,27557.39,6272.9,0.37,2641266.0,1.29%,2640579.98,384811.98,0.0,2026-02
1608,2026-02-25 00:30:00,2026-02-25 00:30:00,SHORT,1847.47,1850.92,1850.55,-0.187,-21126.14,6339.04,0.37,2620139.86,-0.56%,2619453.84,381733.26,0.8,2026-02
1609,2026-02-26 07:45:00,2026-02-26 07:45:00,LONG,1850.92,2053.12,2053.54,10.925,852448.29,6288.34,0.41,3472588.15,32.77%,3471902.13,505960.65,0.0,2026-02
1610,2026-02-26 08:45:00,2026-02-26 08:45:00,SHORT,2053.12,2057.19,2056.78,-0.198,-28953.14,8334.21,0.41,3443635.01,-0.59%,3442948.99,501741.3,0.83,2026-02
1611,2026-02-26 11:45:00,2026-02-26 11:45:00,LONG,2057.19,2053.3,2053.71,-0.189,-27790.19,8264.72,0.41,3415844.81,-0.57%,3415158.8,497691.43,1.63,2026-02
1612,2026-02-26 12:00:00,2026-02-26 12:00:00,SHORT,2053.3,2063.36,2062.95,-0.49,-58404.26,8198.03,0.41,3357440.55,-1.47%,3356754.54,489180.17,3.32,2026-02
1613,2026-02-26 14:30:00,2026-02-26 14:30:00,LONG,2063.36,2061.94,2062.35,-0.069,-14980.14,8057.86,0.41,3342460.41,-0.21%,3341774.4,486997.12,3.75,2026-02
1614,2026-02-26 20:00:00,2026-02-26 20:00:00,SHORT,2061.94,2041.15,2040.74,1.009,93105.19,8021.9,0.41,3435565.6,3.03%,3434879.59,500565.35,1.07,2026-02
1615,2026-02-26 23:00:00,2026-02-26 23:00:00,LONG,2041.15,2027.78,2028.19,-0.655,-75720.25,8245.36,0.41,3359845.35,-1.96%,3359159.34,489530.63,3.25,2026-02
1616,2026-02-27 02:30:00,2026-02-27 02:30:00,SHORT,2027.78,2034.77,2034.36,-0.344,-42764.23,8063.63,0.41,3317081.12,-1.03%,3316395.11,483298.59,4.48,2026-02
1617,2026-02-27 06:15:00,2026-02-27 06:15:00,LONG,2034.77,2031.83,2032.23,-0.144,-22331.16,7960.99,0.41,3294749.96,-0.43%,3294063.95,480044.27,5.12,2026-02
1618,2026-02-27 06:30:00,2026-02-27 06:30:00,SHORT,2031.83,2038.81,2038.4,-0.344,-41885.59,7907.4,0.41,3252864.37,-1.03%,3252178.36,473940.28,6.33,2026-02
1619,2026-02-27 07:15:00,2026-02-27 07:15:00,LONG,2038.81,2030.86,2031.26,-0.39,-45872.89,7806.87,0.41,3206991.48,-1.17%,3206305.47,467255.21,7.65,2026-02
1620,2026-02-27 08:00:00,2026-02-27 08:00:00,SHORT,2030.86,2039.35,2038.95,-0.418,-47936.39,7696.78,0.41,3159055.09,-1.25%,3158369.08,460269.44,9.03,2026-02
1621,2026-02-27 09:30:00,2026-02-27 09:30:00,LONG,2039.35,2031.13,2031.54,-0.403,-45774.73,7581.73,0.41,3113280.35,-1.21%,3112594.35,453598.68,10.35,2026-02
1622,2026-02-28 13:45:00,2026-02-28 13:45:00,SHORT,2031.13,1877.57,1877.2,7.56,698659.23,7471.87,0.38,3811939.59,22.68%,3811253.58,555414.37,0.0,2026-02
1623,2026-02-28 17:30:00,2026-02-28 17:30:00,LONG,1877.57,1895.12,1895.5,0.935,97743.74,9148.66,0.38,3909683.33,2.8%,3908997.32,569658.57,0.0,2026-02
1624,2026-02-28 17:45:00,2026-02-28 17:45:00,SHORT,1895.12,1899.67,1899.29,-0.24,-37530.89,9383.24,0.38,3872152.44,-0.72%,3871466.43,564189.19,0.96,2026-02
1625,2026-03-01 08:45:00,2026-03-01 08:45:00,LONG,1899.67,1995.4,1995.8,5.039,576103.64,9293.17,0.4,4448256.08,15.12%,4447570.07,648144.84,0.0,2026-03
1626,2026-03-01 13:45:00,2026-03-01 13:45:00,SHORT,1995.4,1985.23,1984.83,0.51,57367.97,10675.81,0.4,4505624.05,1.53%,4504938.04,656505.08,0.0,2026-03
1627,2026-03-01 16:45:00,2026-03-01 16:45:00,LONG,1985.23,1989.18,1989.58,0.199,16129.44,10813.5,0.4,4521753.5,0.6%,4521067.48,658855.63,0.0,2026-03
1628,2026-03-02 00:30:00,2026-03-02 00:30:00,SHORT,1989.18,1955.47,1955.08,1.695,219085.08,10852.21,0.39,4740838.58,5.09%,4740152.56,690782.92,0.0,2026-03
1629,2026-03-02 02:00:00,2026-03-02 02:00:00,LONG,1955.47,1951.98,1952.37,-0.178,-36706.89,11378.01,0.39,4704131.69,-0.53%,4703445.67,685433.62,0.77,2026-03
1630,2026-03-02 03:00:00,2026-03-02 03:00:00,SHORT,1951.98,1966.38,1965.99,-0.738,-115385.39,11289.92,0.39,4588746.3,-2.21%,4588060.28,668618.49,3.21,2026-03
1631,2026-03-02 06:15:00,2026-03-02 06:15:00,LONG,1966.38,1960.76,1961.15,-0.286,-50377.96,11012.99,0.39,4538368.34,-0.86%,4537682.32,661276.91,4.27,2026-03
1632,2026-03-02 14:30:00,2026-03-02 14:30:00,SHORT,1960.76,1937.69,1937.3,1.177,149299.88,10892.08,0.39,4687668.22,3.53%,4686982.2,683034.4,1.12,2026-03
1633,2026-03-03 01:45:00,2026-03-03 01:45:00,LONG,1937.69,2020.76,2021.16,4.287,591609.27,11250.4,0.4,5279277.49,12.86%,5278591.47,769249.68,0.0,2026-03
1634,2026-03-03 16:00:00,2026-03-03 16:00:00,SHORT,2020.76,1984.64,1984.25,1.787,270355.89,12670.27,0.4,5549633.39,5.36%,5548947.36,808648.67,0.0,2026-03
1635,2026-03-03 16:30:00,2026-03-03 16:30:00,LONG,1984.64,1987.51,1987.91,0.145,10757.48,13319.12,0.4,5560390.87,0.43%,5559704.84,810216.36,0.0,2026-03
1636,2026-03-03 18:15:00,2026-03-03 18:15:00,SHORT,1987.51,1987.27,1986.87,0.012,-11305.08,13344.94,0.4,5549085.79,0.04%,5548399.76,808568.87,0.2,2026-03
1637,2026-03-03 21:00:00,2026-03-03 21:00:00,LONG,1987.27,1969.91,1970.31,-0.873,-158720.08,13317.81,0.39,5390365.71,-2.62%,5389679.68,785438.58,3.06,2026-03
1638,2026-03-03 22:00:00,2026-03-03 22:00:00,SHORT,1969.91,1977.29,1976.9,-0.375,-73527.32,12936.88,0.4,5316838.39,-1.12%,5316152.36,774723.43,4.38,2026-03
1639,2026-03-04 00:30:00,2026-03-04 00:30:00,LONG,1977.29,1974.73,1975.13,-0.129,-33406.73,12760.41,0.4,5283431.66,-0.39%,5282745.63,769855.07,4.98,2026-03
1640,2026-03-04 01:30:00,2026-03-04 01:30:00,SHORT,1974.73,1989.32,1988.92,-0.738,-129721.76,12680.24,0.4,5153709.91,-2.22%,5153023.87,750950.7,7.31,2026-03
1641,2026-03-04 03:00:00,2026-03-04 03:00:00,LONG,1989.32,1971.89,1972.28,-0.876,-147845.9,12368.9,0.39,5005864.01,-2.63%,5005177.97,729405.1,9.97,2026-03
1642,2026-03-04 06:30:00,2026-03-04 06:30:00,SHORT,1971.89,1974.76,1974.36,-0.146,-33885.5,12014.07,0.39,4971978.51,-0.44%,4971292.47,724466.96,10.58,2026-03
1643,2026-03-05 01:30:00,2026-03-05 01:30:00,LONG,1974.76,2117.23,2117.65,7.214,1064175.36,11932.75,0.42,6036153.86,21.64%,6035467.83,879549.35,0.0,2026-03
1644,2026-03-05 02:00:00,2026-03-05 02:00:00,SHORT,2117.23,2124.89,2124.46,-0.362,-80014.29,14486.77,0.42,5956139.57,-1.09%,5955453.54,867888.86,1.33,2026-03
1645,2026-03-05 05:15:00,2026-03-05 05:15:00,LONG,2124.89,2127.56,2127.99,0.126,8212.34,14294.73,0.43,5964351.91,0.38%,5963665.88,869085.65,1.19,2026-03
1646,2026-03-05 06:45:00,2026-03-05 06:45:00,SHORT,2127.56,2130.49,2130.07,-0.138,-38944.4,14314.44,0.43,5925407.51,-0.41%,5924721.48,863410.28,1.83,2026-03
1647,2026-03-05 07:30:00,2026-03-05 07:30:00,LONG,2130.49,2119.03,2119.45,-0.538,-109889.21,14220.98,0.42,5815518.3,-1.61%,5814832.27,847396.11,3.66,2026-03
1648,2026-03-05 09:00:00,2026-03-05 09:00:00,SHORT,2119.03,2129.03,2128.61,-0.472,-96336.32,13957.24,0.43,5719181.98,-1.42%,5718495.95,833357.01,5.25,2026-03
1649,2026-03-05 13:00:00,2026-03-05 13:00:00,LONG,2129.03,2130.49,2130.92,0.069,-1963.38,13726.04,0.43,5717218.6,0.21%,5716532.57,833070.88,5.28,2026-03
1650,2026-03-06 07:15:00,2026-03-06 07:15:00,SHORT,2130.49,2078.57,2078.15,2.437,404293.51,13721.32,0.42,6121512.11,7.31%,6120826.08,891988.62,0.0,2026-03
1651,2026-03-06 08:45:00,2026-03-06 08:45:00,LONG,2078.57,2075.54,2075.96,-0.146,-41447.41,14691.63,0.42,6080064.7,-0.44%,6079378.67,885948.48,0.68,2026-03
1652,2026-03-07 03:00:00,2026-03-07 03:00:00,SHORT,2075.54,1987.86,1987.46,4.224,755930.89,14592.16,0.4,6835995.59,12.67%,6835309.56,996110.37,0.0,2026-03
1653,2026-03-07 03:15:00,2026-03-07 03:15:00,LONG,1987.86,1989.16,1989.56,0.065,-3040.24,16406.39,0.4,6832955.35,0.2%,6832269.32,995667.32,0.04,2026-03
1654,2026-03-07 08:15:00,2026-03-07 08:15:00,SHORT,1989.16,1987.54,1987.15,0.081,245.61,16399.09,0.4,6833200.96,0.24%,6832514.93,995703.11,0.04,2026-03
1655,2026-03-07 08:30:00,2026-03-07 08:30:00,LONG,1987.54,1981.6,1982.0,-0.299,-77699.42,16399.68,0.4,6755501.53,-0.9%,6754815.51,984379.97,1.18,2026-03
1656,2026-03-07 09:00:00,2026-03-07 09:00:00,SHORT,1981.6,1982.5,1982.1,-0.045,-25395.51,16213.2,0.4,6730106.02,-0.14%,6729420.0,980679.08,1.55,2026-03
1657,2026-03-07 12:30:00,2026-03-07 12:30:00,LONG,1982.5,1984.72,1985.12,0.112,6508.35,16152.25,0.4,6736614.37,0.34%,6735928.35,981627.54,1.45,2026-03
1658,2026-03-07 14:30:00,2026-03-07 14:30:00,SHORT,1984.72,1979.6,1979.21,0.258,35968.95,16167.87,0.4,6772583.32,0.77%,6771897.3,986869.3,0.93,2026-03
1659,2026-03-07 15:30:00,2026-03-07 15:30:00,LONG,1979.6,1978.03,1978.43,-0.079,-32347.73,16254.2,0.4,6740235.59,-0.24%,6739549.57,982155.26,1.4,2026-03
1660,2026-03-08 00:00:00,2026-03-08 00:00:00,SHORT,1978.03,1973.34,1972.95,0.237,31795.41,16176.57,0.39,6772030.99,0.71%,6771344.98,986788.81,0.94,2026-03
1661,2026-03-08 00:15:00,2026-03-08 00:15:00,LONG,1973.34,1970.06,1970.45,-0.166,-50038.67,16252.87,0.39,6721992.32,-0.5%,6721306.31,979496.67,1.67,2026-03
1662,2026-03-08 09:00:00,2026-03-08 09:00:00,SHORT,1970.06,1963.89,1963.5,0.313,47047.35,16132.78,0.39,6769039.67,0.94%,6768353.66,986352.88,0.98,2026-03
1663,2026-03-08 11:00:00,2026-03-08 11:00:00,LONG,1963.89,1969.24,1969.63,0.272,39078.6,16245.7,0.39,6808118.27,0.82%,6807432.26,992047.81,0.41,2026-03
1664,2026-03-08 19:00:00,2026-03-08 19:00:00,SHORT,1969.24,1935.33,1934.95,1.722,335303.65,16339.48,0.39,7143421.92,5.17%,7142735.91,1040911.65,0.0,2026-03
1665,2026-03-08 21:00:00,2026-03-08 21:00:00,LONG,1935.33,1950.66,1951.05,0.792,152555.32,17144.21,0.39,7295977.24,2.38%,7295291.23,1063143.55,0.0,2026-03
1666,2026-03-09 00:30:00,2026-03-09 00:30:00,SHORT,1950.66,1952.94,1952.55,-0.117,-43101.82,17510.35,0.39,7252875.42,-0.35%,7252189.41,1056862.32,0.59,2026-03
1667,2026-03-09 01:45:00,2026-03-09 01:45:00,LONG,1952.94,1947.07,1947.46,-0.3,-82790.65,17406.9,0.39,7170084.77,-0.9%,7169398.76,1044797.23,1.73,2026-03
1668,2026-03-09 02:30:00,2026-03-09 02:30:00,SHORT,1947.07,1953.67,1953.28,-0.339,-90073.56,17208.2,0.39,7080011.21,-1.02%,7079325.2,1031670.8,2.96,2026-03
1669,2026-03-09 22:30:00,2026-03-09 22:30:00,LONG,1953.67,2016.94,2017.34,3.238,670865.0,16992.03,0.4,7750876.21,9.72%,7750190.2,1129436.03,0.0,2026-03
1670,2026-03-10 00:15:00,2026-03-10 00:15:00,SHORT,2016.94,2000.39,2000.0,0.82,172100.04,18602.1,0.4,7922976.26,2.46%,7922290.24,1154516.18,0.0,2026-03
1671,2026-03-10 01:15:00,2026-03-10 01:15:00,LONG,2000.39,2009.81,2010.21,0.471,92818.86,19015.14,0.4,8015795.12,1.41%,8015109.1,1168042.69,0.0,2026-03
1672,2026-03-10 01:45:00,2026-03-10 01:45:00,SHORT,2009.81,2018.3,2017.89,-0.422,-120798.46,19237.91,0.4,7894996.66,-1.27%,7894310.64,1150438.71,1.51,2026-03
1673,2026-03-10 13:30:00,2026-03-10 13:30:00,LONG,2018.3,2048.66,2049.07,1.504,337379.29,18947.99,0.41,8232375.95,4.51%,8231689.93,1199605.03,0.0,2026-03
1674,2026-03-10 14:30:00,2026-03-10 14:30:00,SHORT,2048.66,2040.19,2039.78,0.413,82310.96,19757.7,0.41,8314686.91,1.24%,8314000.89,1211600.22,0.0,2026-03
1675,2026-03-10 18:00:00,2026-03-10 18:00:00,LONG,2040.19,2061.6,2062.01,1.049,241751.01,19955.25,0.41,8556437.92,3.15%,8555751.9,1246830.62,0.0,2026-03
1676,2026-03-11 04:45:00,2026-03-11 04:45:00,SHORT,2061.6,2038.92,2038.52,1.1,261793.65,20535.45,0.41,8818231.57,3.3%,8817545.55,1284981.84,0.0,2026-03
1677,2026-03-11 05:30:00,2026-03-11 05:30:00,LONG,2038.92,2026.64,2027.05,-0.602,-180515.7,21163.76,0.41,8637715.87,-1.81%,8637029.85,1258675.27,2.05,2026-03
1678,2026-03-11 10:30:00,2026-03-11 10:30:00,SHORT,2026.64,2026.72,2026.32,-0.004,-21762.02,20730.52,0.41,8615953.85,-0.01%,8615267.83,1255503.88,2.29,2026-03
1679,2026-03-11 11:15:00,2026-03-11 11:15:00,LONG,2026.72,2027.52,2027.93,0.04,-10441.66,20678.29,0.41,8605512.19,0.12%,8604826.17,1253982.22,2.41,2026-03
1680,2026-03-11 12:15:00,2026-03-11 12:15:00,SHORT,2027.52,2026.92,2026.52,0.03,-12973.8,20653.23,0.41,8592538.39,0.09%,8591852.37,1252091.55,2.56,2026-03
1681,2026-03-11 23:45:00,2026-03-11 23:45:00,LONG,2026.92,2049.59,2050.0,1.118,267625.28,20622.09,0.41,8860163.67,3.35%,8859477.65,1291092.61,0.0,2026-03
1682,2026-03-12 07:45:00,2026-03-12 07:45:00,SHORT,2049.59,2041.53,2041.13,0.393,83156.74,21264.39,0.41,8943320.41,1.18%,8942634.39,1303211.05,0.0,2026-03
1683,2026-03-12 14:30:00,2026-03-12 14:30:00,LONG,2041.53,2040.92,2041.33,-0.03,-29519.93,21463.97,0.41,8913800.48,-0.09%,8913114.46,1298909.11,0.33,2026-03
1684,2026-03-12 15:15:00,2026-03-12 15:15:00,SHORT,2040.92,2065.4,2064.99,-1.199,-342155.02,21393.12,0.41,8571645.45,-3.6%,8570959.44,1249046.82,4.16,2026-03
1685,2026-03-12 18:15:00,2026-03-12 18:15:00,LONG,2065.4,2049.68,2050.09,-0.761,-216322.41,20571.95,0.41,8355323.04,-2.28%,8354637.03,1217522.13,6.57,2026-03
1686,2026-03-12 19:15:00,2026-03-12 19:15:00,SHORT,2049.68,2056.77,2056.36,-0.346,-106743.08,20052.78,0.41,8248579.96,-1.04%,8247893.95,1201966.45,7.77,2026-03
1687,2026-03-13 08:00:00,2026-03-13 08:00:00,LONG,2056.77,2093.0,2093.42,1.762,416154.51,19796.59,0.42,8664734.47,5.29%,8664048.46,1262612.69,3.12,2026-03
1688,2026-03-13 08:30:00,2026-03-13 08:30:00,SHORT,2093.0,2104.58,2104.16,-0.553,-164607.99,20795.36,0.42,8500126.47,-1.66%,8499440.47,1238624.35,4.96,2026-03
1689,2026-03-13 16:15:00,2026-03-13 16:15:00,LONG,2104.58,2113.42,2113.85,0.42,86703.12,20400.3,0.42,8586829.59,1.26%,8586143.59,1251259.6,3.99,2026-03
1690,2026-03-13 16:30:00,2026-03-13 16:30:00,SHORT,2113.42,2133.89,2133.46,-0.968,-270043.47,20608.39,0.43,8316786.12,-2.9%,8316100.12,1211906.14,7.01,2026-03
1691,2026-03-13 17:15:00,2026-03-13 17:15:00,LONG,2133.89,2127.57,2128.0,-0.296,-93819.05,19960.29,0.43,8222967.07,-0.89%,8222281.07,1198233.88,8.05,2026-03
1692,2026-03-14 04:00:00,2026-03-14 04:00:00,SHORT,2127.57,2104.86,2104.43,1.068,243631.03,19735.12,0.42,8466598.11,3.2%,8465912.1,1233738.26,5.33,2026-03
1693,2026-03-14 04:45:00,2026-03-14 04:45:00,LONG,2104.86,2100.54,2100.96,-0.205,-72378.86,20319.84,0.42,8394219.24,-0.61%,8393533.24,1223190.48,6.14,2026-03
1694,2026-03-14 20:15:00,2026-03-14 20:15:00,SHORT,2100.54,2080.04,2079.63,0.976,225607.83,20146.13,0.42,8619827.07,2.93%,8619141.07,1256068.33,3.62,2026-03
1695,2026-03-15 13:00:00,2026-03-15 13:00:00,LONG,2080.04,2105.63,2106.05,1.23,297444.23,20687.58,0.42,8917271.31,3.69%,8916585.3,1299414.91,0.29,2026-03
1696,2026-03-15 17:45:00,2026-03-15 17:45:00,SHORT,2105.63,2100.49,2100.07,0.244,43867.04,21401.45,0.42,8961138.35,0.73%,8960452.34,1305807.66,0.0,2026-03
1697,2026-03-15 18:45:00,2026-03-15 18:45:00,LONG,2100.49,2103.2,2103.62,0.129,13123.25,21506.73,0.42,8974261.6,0.39%,8973575.59,1307720.11,0.0,2026-03
1698,2026-03-15 19:00:00,2026-03-15 19:00:00,SHORT,2103.2,2107.4,2106.98,-0.2,-75322.61,21538.23,0.42,8898939.0,-0.6%,8898252.98,1296743.34,0.84,2026-03
1699,2026-03-17 03:30:00,2026-03-17 03:30:00,LONG,2107.4,2327.46,2327.93,10.442,2766376.28,21357.45,0.47,11665315.27,31.33%,11664629.26,1699887.65,0.0,2026-03
1700,2026-03-17 07:00:00,2026-03-17 07:00:00,SHORT,2327.46,2325.52,2325.05,0.084,1247.03,27996.76,0.47,11666562.3,0.25%,11665876.29,1700069.38,0.0,2026-03
1701,2026-03-17 08:45:00,2026-03-17 08:45:00,LONG,2325.52,2322.05,2322.52,-0.149,-80119.1,27999.75,0.46,11586443.2,-0.45%,11585757.19,1688393.62,0.69,2026-03
1702,2026-03-17 09:15:00,2026-03-17 09:15:00,SHORT,2322.05,2322.33,2321.87,-0.012,-32019.47,27807.46,0.46,11554423.73,-0.04%,11553737.72,1683727.42,0.96,2026-03
