Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USDT,Net PnL %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative PnL USDT,Cumulative PnL %
795,Exit long,2026-05-08 02:45,short,2296.19,0.8695,1999.910865,-3.37,-0.17,3.42,0.17,-7.65,-0.38,439.23,0.04
795,Entry long,2026-05-08 02:00,long,2300.07,0.8695,1999.910865,-3.37,-0.17,3.42,0.17,-7.65,-0.38,439.23,0.04
796,Exit short,2026-05-08 04:15,long,2294.43,0.871,1999.98149,1.53,0.08,7.24,0.36,-5.56,-0.28,440.76,0.04
796,Entry short,2026-05-08 02:45,short,2296.19,0.871,1999.98149,1.53,0.08,7.24,0.36,-5.56,-0.28,440.76,0.04
797,Exit long,2026-05-08 05:00,short,2286.46,0.8716,1999.825188,-6.95,-0.35,0,0.00,-11.45,-0.57,433.82,0.04
797,Entry long,2026-05-08 04:15,long,2294.43,0.8716,1999.825188,-6.95,-0.35,0,0.00,-11.45,-0.57,433.82,0.04
798,Exit short,2026-05-08 07:15,long,2289.35,0.8747,1999.966562,-2.53,-0.13,4.74,0.24,-6.85,-0.34,431.29,0.04
798,Entry short,2026-05-08 05:00,short,2286.46,0.8747,1999.966562,-2.53,-0.13,4.74,0.24,-6.85,-0.34,431.29,0.04
799,Exit long,2026-05-08 08:45,short,2286.83,0.8736,1999.97616,-2.2,-0.11,4.31,0.22,-4.97,-0.25,429.09,0.04
799,Entry long,2026-05-08 07:15,long,2289.35,0.8736,1999.97616,-2.2,-0.11,4.31,0.22,-4.97,-0.25,429.09,0.04
800,Exit short,2026-05-08 12:30,long,2277.65,0.8745,1999.832835,8.03,0.40,18.56,0.93,-2.17,-0.11,437.11,0.04
800,Entry short,2026-05-08 08:45,short,2286.83,0.8745,1999.832835,8.03,0.40,18.56,0.93,-2.17,-0.11,437.11,0.04
801,Exit long,2026-05-08 13:15,short,2280.27,0.878,1999.7767,2.3,0.12,4.29,0.21,0,0.00,439.41,0.04
801,Entry long,2026-05-08 12:30,long,2277.65,0.878,1999.7767,2.3,0.12,4.29,0.21,0,0.00,439.41,0.04
802,Exit short,2026-05-08 16:15,long,2281.48,0.877,1999.79679,-1.06,-0.05,11.51,0.58,-3.27,-0.16,438.35,0.04
802,Entry short,2026-05-08 13:15,short,2280.27,0.877,1999.79679,-1.06,-0.05,11.51,0.58,-3.27,-0.16,438.35,0.04
803,Exit long,2026-05-08 21:30,short,2272.01,0.8766,1999.945368,-8.3,-0.42,17.99,0.90,-10.1,-0.50,430.05,0.04
803,Entry long,2026-05-08 16:15,long,2281.48,0.8766,1999.945368,-8.3,-0.42,17.99,0.90,-10.1,-0.50,430.05,0.04
804,Exit short,2026-05-08 23:00,long,2281.28,0.8802,1999.823202,-8.16,-0.41,0.63,0.03,-18.18,-0.91,421.89,0.04
804,Entry short,2026-05-08 21:30,short,2272.01,0.8802,1999.823202,-8.16,-0.41,0.63,0.03,-18.18,-0.91,421.89,0.04
805,Exit long,2026-05-09 05:00,short,2305.64,0.8767,1999.998176,21.36,1.07,35.02,1.75,-5.56,-0.28,443.25,0.04
805,Entry long,2026-05-08 23:00,long,2281.28,0.8767,1999.998176,21.36,1.07,35.02,1.75,-5.56,-0.28,443.25,0.04
806,Exit short,2026-05-09 05:45,long,2314.63,0.8674,1999.912136,-7.8,-0.39,0.1,0.00,-8.07,-0.40,435.45,0.04
806,Entry short,2026-05-09 05:00,short,2305.64,0.8674,1999.912136,-7.8,-0.39,0.1,0.00,-8.07,-0.40,435.45,0.04
807,Exit long,2026-05-09 07:15,short,2308.01,0.864,1999.84032,-5.72,-0.29,3.91,0.20,-7.36,-0.37,429.73,0.04
807,Entry long,2026-05-09 05:45,long,2314.63,0.864,1999.84032,-5.72,-0.29,3.91,0.20,-7.36,-0.37,429.73,0.04
808,Exit short,2026-05-09 08:45,long,2308.55,0.8665,1999.890665,-0.47,-0.02,4.18,0.21,-3.48,-0.17,429.26,0.04
808,Entry short,2026-05-09 07:15,short,2308.01,0.8665,1999.890665,-0.47,-0.02,4.18,0.21,-3.48,-0.17,429.26,0.04
809,Exit long,2026-05-09 11:45,short,2315.33,0.8663,1999.896865,5.87,0.29,10.59,0.53,-0.28,-0.01,435.14,0.04
809,Entry long,2026-05-09 08:45,long,2308.55,0.8663,1999.896865,5.87,0.29,10.59,0.53,-0.28,-0.01,435.14,0.04
810,Exit short,2026-05-09 12:30,long,2313.38,0.8638,1999.982054,1.68,0.08,2.26,0.11,-8.64,-0.43,436.82,0.04
810,Entry short,2026-05-09 11:45,short,2315.33,0.8638,1999.982054,1.68,0.08,2.26,0.11,-8.64,-0.43,436.82,0.04
811,Exit long,2026-05-09 13:15,short,2315.56,0.8645,1999.91701,1.88,0.09,3.35,0.17,-2.14,-0.11,438.71,0.04
811,Entry long,2026-05-09 12:30,long,2313.38,0.8645,1999.91701,1.88,0.09,3.35,0.17,-2.14,-0.11,438.71,0.04
812,Exit short,2026-05-09 15:30,long,2315.99,0.8637,1999.949172,-0.37,-0.02,3.64,0.18,-3.48,-0.17,438.33,0.04
812,Entry short,2026-05-09 13:15,short,2315.56,0.8637,1999.949172,-0.37,-0.02,3.64,0.18,-3.48,-0.17,438.33,0.04
813,Exit long,2026-05-09 17:45,short,2313.28,0.8635,1999.857365,-2.34,-0.12,3.92,0.20,-3.99,-0.20,435.99,0.04
813,Entry long,2026-05-09 15:30,long,2315.99,0.8635,1999.857365,-2.34,-0.12,3.92,0.20,-3.99,-0.20,435.99,0.04
814,Exit short,2026-05-09 19:15,long,2315.2,0.8645,1999.83056,-1.66,-0.08,2.63,0.13,-1.88,-0.09,434.33,0.04
814,Entry short,2026-05-09 17:45,short,2313.28,0.8645,1999.83056,-1.66,-0.08,2.63,0.13,-1.88,-0.09,434.33,0.04
815,Exit long,2026-05-09 21:30,short,2313.01,0.8638,1999.86976,-1.89,-0.09,2.65,0.13,-3.03,-0.15,432.44,0.04
815,Entry long,2026-05-09 19:15,long,2315.2,0.8638,1999.86976,-1.89,-0.09,2.65,0.13,-3.03,-0.15,432.44,0.04
816,Exit short,2026-05-09 23:45,long,2317.63,0.8646,1999.828446,-3.99,-0.20,11.25,0.56,-4,-0.20,428.45,0.04
816,Entry short,2026-05-09 21:30,short,2313.01,0.8646,1999.828446,-3.99,-0.20,11.25,0.56,-4,-0.20,428.45,0.04
817,Exit long,2026-05-10 04:15,short,2328.73,0.8629,1999.882927,9.58,0.48,17.9,0.89,-2.02,-0.10,438.03,0.04
817,Entry long,2026-05-09 23:45,long,2317.63,0.8629,1999.882927,9.58,0.48,17.9,0.89,-2.02,-0.10,438.03,0.04
818,Exit short,2026-05-10 05:00,long,2330.62,0.8588,1999.913324,-1.62,-0.08,1.26,0.06,-2.39,-0.12,436.4,0.04
818,Entry short,2026-05-10 04:15,short,2328.73,0.8588,1999.913324,-1.62,-0.08,1.26,0.06,-2.39,-0.12,436.4,0.04
819,Exit long,2026-05-10 07:15,short,2326.39,0.8581,1999.905022,-3.63,-0.18,2.45,0.12,-4.15,-0.21,432.77,0.04
819,Entry long,2026-05-10 05:00,long,2330.62,0.8581,1999.905022,-3.63,-0.18,2.45,0.12,-4.15,-0.21,432.77,0.04
820,Exit short,2026-05-10 11:00,long,2328.13,0.8597,1999.997483,-1.5,-0.07,6.93,0.35,-2.85,-0.14,431.28,0.04
820,Entry short,2026-05-10 07:15,short,2326.39,0.8597,1999.997483,-1.5,-0.07,6.93,0.35,-2.85,-0.14,431.28,0.04
821,Exit long,2026-05-10 14:00,short,2329.01,0.859,1999.86367,0.76,0.04,4.11,0.21,-3.81,-0.19,432.03,0.04
821,Entry long,2026-05-10 11:00,long,2328.13,0.859,1999.86367,0.76,0.04,4.11,0.21,-3.81,-0.19,432.03,0.04
822,Exit short,2026-05-10 14:45,long,2329.3,0.8587,1999.920887,-0.25,-0.01,2.03,0.10,-1.49,-0.07,431.78,0.04
822,Entry short,2026-05-10 14:00,short,2329.01,0.8587,1999.920887,-0.25,-0.01,2.03,0.10,-1.49,-0.07,431.78,0.04
823,Exit long,2026-05-10 16:15,short,2330.53,0.8586,1999.93698,1.06,0.05,2.4,0.12,-2.7,-0.13,432.84,0.04
823,Entry long,2026-05-10 14:45,long,2329.3,0.8586,1999.93698,1.06,0.05,2.4,0.12,-2.7,-0.13,432.84,0.04
824,Exit short,2026-05-10 17:00,long,2330.75,0.8581,1999.827793,-0.19,-0.01,1.4,0.07,-2.63,-0.13,432.65,0.04
824,Entry short,2026-05-10 16:15,short,2330.53,0.8581,1999.827793,-0.19,-0.01,1.4,0.07,-2.63,-0.13,432.65,0.04
825,Exit long,2026-05-10 17:45,short,2328.22,0.858,1999.7835,-2.17,-0.11,0.17,0.01,-3.29,-0.16,430.48,0.04
825,Entry long,2026-05-10 17:00,long,2330.75,0.858,1999.7835,-2.17,-0.11,0.17,0.01,-3.29,-0.16,430.48,0.04
826,Exit short,2026-05-10 21:30,long,2329.34,0.859,1999.94098,-0.96,-0.05,7.92,0.40,-3.24,-0.16,429.52,0.04
826,Entry short,2026-05-10 17:45,short,2328.22,0.859,1999.94098,-0.96,-0.05,7.92,0.40,-3.24,-0.16,429.52,0.04
827,Exit long,2026-05-11 04:15,short,2353.55,0.8586,1999.971324,20.79,1.04,34.79,1.74,-2.06,-0.10,450.31,0.05
827,Entry long,2026-05-10 21:30,long,2329.34,0.8586,1999.971324,20.79,1.04,34.79,1.74,-2.06,-0.10,450.31,0.05
828,Exit short,2026-05-11 06:30,long,2366.51,0.8497,1999.811435,-11.01,-0.55,35.45,1.77,-17.42,-0.87,439.29,0.04
828,Entry short,2026-05-11 04:15,short,2353.55,0.8497,1999.811435,-11.01,-0.55,35.45,1.77,-17.42,-0.87,439.29,0.04
829,Exit long,2026-05-11 08:45,short,2352.35,0.8451,1999.937601,-11.97,-0.60,13.54,0.68,-18.52,-0.93,427.33,0.04
829,Entry long,2026-05-11 06:30,long,2366.51,0.8451,1999.937601,-11.97,-0.60,13.54,0.68,-18.52,-0.93,427.33,0.04
830,Exit short,2026-05-11 09:30,long,2358.54,0.8502,1999.96797,-5.26,-0.26,5.97,0.30,-11.25,-0.56,422.06,0.04
830,Entry short,2026-05-11 08:45,short,2352.35,0.8502,1999.96797,-5.26,-0.26,5.97,0.30,-11.25,-0.56,422.06,0.04
831,Exit long,2026-05-11 10:15,short,2350.19,0.8479,1999.806066,-7.08,-0.35,2.93,0.15,-9.65,-0.48,414.98,0.04
831,Entry long,2026-05-11 09:30,long,2358.54,0.8479,1999.806066,-7.08,-0.35,2.93,0.15,-9.65,-0.48,414.98,0.04
832,Exit short,2026-05-11 17:00,long,2336.62,0.8509,1999.776671,11.55,0.58,25.68,1.28,-0.44,-0.02,426.53,0.04
832,Entry short,2026-05-11 10:15,short,2350.19,0.8509,1999.776671,11.55,0.58,25.68,1.28,-0.44,-0.02,426.53,0.04
833,Exit long,2026-05-11 19:15,short,2333.4,0.8559,1999.913058,-2.76,-0.14,2.81,0.14,-7.87,-0.39,423.78,0.04
833,Entry long,2026-05-11 17:00,long,2336.62,0.8559,1999.913058,-2.76,-0.14,2.81,0.14,-7.87,-0.39,423.78,0.04
834,Exit short,2026-05-11 20:00,long,2330.13,0.8571,1999.95714,2.8,0.14,3.58,0.18,-2.65,-0.13,426.58,0.04
834,Entry short,2026-05-11 19:15,short,2333.4,0.8571,1999.95714,2.8,0.14,3.58,0.18,-2.65,-0.13,426.58,0.04
835,Exit long,2026-05-11 20:45,short,2329.5,0.8583,1999.950579,-0.54,-0.03,7.52,0.38,-1.15,-0.06,426.04,0.04
835,Entry long,2026-05-11 20:00,long,2330.13,0.8583,1999.950579,-0.54,-0.03,7.52,0.38,-1.15,-0.06,426.04,0.04
836,Exit short,2026-05-11 23:45,long,2333.48,0.8585,1999.87575,-3.42,-0.17,21.89,1.09,-5.24,-0.26,422.62,0.04
836,Entry short,2026-05-11 20:45,short,2329.5,0.8585,1999.87575,-3.42,-0.17,21.89,1.09,-5.24,-0.26,422.62,0.04
837,Exit long,2026-05-12 01:15,short,2329.57,0.857,1999.79236,-3.35,-0.17,6.62,0.33,-8.4,-0.42,419.27,0.04
837,Entry long,2026-05-11 23:45,long,2333.48,0.857,1999.79236,-3.35,-0.17,6.62,0.33,-8.4,-0.42,419.27,0.04
838,Exit short,2026-05-12 02:00,long,2340.89,0.8585,1999.935845,-9.72,-0.49,1.4,0.07,-12.24,-0.61,409.55,0.04
838,Entry short,2026-05-12 01:15,short,2329.57,0.8585,1999.935845,-9.72,-0.49,1.4,0.07,-12.24,-0.61,409.55,0.04
839,Exit long,2026-05-12 06:30,short,2340.77,0.8543,1999.822327,-0.1,-0.01,4.09,0.20,-7.66,-0.38,409.45,0.04
839,Entry long,2026-05-12 02:00,long,2340.89,0.8543,1999.822327,-0.1,-0.01,4.09,0.20,-7.66,-0.38,409.45,0.04
840,Exit short,2026-05-12 08:00,long,2336.32,0.8544,1999.953888,3.8,0.19,4.86,0.24,-3.61,-0.18,413.25,0.04
840,Entry short,2026-05-12 06:30,short,2340.77,0.8544,1999.953888,3.8,0.19,4.86,0.24,-3.61,-0.18,413.25,0.04
841,Exit long,2026-05-12 08:45,short,2333.54,0.856,1999.88992,-2.38,-0.12,1.4,0.07,-3.59,-0.18,410.87,0.04
841,Entry long,2026-05-12 08:00,long,2336.32,0.856,1999.88992,-2.38,-0.12,1.4,0.07,-3.59,-0.18,410.87,0.04
842,Exit short,2026-05-12 17:45,long,2292.84,0.857,1999.84378,34.88,1.74,45.88,2.29,-1.82,-0.09,445.75,0.04
842,Entry short,2026-05-12 08:45,short,2333.54,0.857,1999.84378,34.88,1.74,45.88,2.29,-1.82,-0.09,445.75,0.04
843,Exit long,2026-05-12 18:30,short,2284.99,0.8722,1999.815048,-6.85,-0.34,0.91,0.05,-8.56,-0.43,438.9,0.04
843,Entry long,2026-05-12 17:45,long,2292.84,0.8722,1999.815048,-6.85,-0.34,0.91,0.05,-8.56,-0.43,438.9,0.04
844,Exit short,2026-05-12 20:00,long,2288.09,0.8752,1999.823248,-2.71,-0.14,5.62,0.28,-3.38,-0.17,436.19,0.04
844,Entry short,2026-05-12 18:30,short,2284.99,0.8752,1999.823248,-2.71,-0.14,5.62,0.28,-3.38,-0.17,436.19,0.04
845,Exit long,2026-05-12 21:30,short,2280.11,0.874,1999.79066,-6.97,-0.35,5.17,0.26,-11.43,-0.57,429.22,0.04
845,Entry long,2026-05-12 20:00,long,2288.09,0.874,1999.79066,-6.97,-0.35,5.17,0.26,-11.43,-0.57,429.22,0.04
846,Exit short,2026-05-13 01:15,long,2275,0.8771,1999.884481,4.48,0.22,20.91,1.05,-3.35,-0.17,433.7,0.04
846,Entry short,2026-05-12 21:30,short,2280.11,0.8771,1999.884481,4.48,0.22,20.91,1.05,-3.35,-0.17,433.7,0.04
847,Exit long,2026-05-13 07:15,short,2282.88,0.8791,1999.9525,6.93,0.35,14.39,0.72,-0.67,-0.03,440.63,0.04
847,Entry long,2026-05-13 01:15,long,2275,0.8791,1999.9525,6.93,0.35,14.39,0.72,-0.67,-0.03,440.63,0.04
848,Exit short,2026-05-13 08:45,long,2281.56,0.876,1999.80288,1.16,0.06,8.36,0.42,-3.43,-0.17,441.78,0.04
848,Entry short,2026-05-13 07:15,short,2282.88,0.876,1999.80288,1.16,0.06,8.36,0.42,-3.43,-0.17,441.78,0.04
849,Exit long,2026-05-13 14:00,short,2303.53,0.8765,1999.78734,19.26,0.96,24.05,1.20,-0.5,-0.02,461.04,0.05
849,Entry long,2026-05-13 08:45,long,2281.56,0.8765,1999.78734,19.26,0.96,24.05,1.20,-0.5,-0.02,461.04,0.05
850,Exit short,2026-05-13 14:45,long,2301.84,0.8682,1999.924746,1.47,0.07,2.01,0.10,-1.39,-0.07,462.51,0.05
850,Entry short,2026-05-13 14:00,short,2303.53,0.8682,1999.924746,1.47,0.07,2.01,0.10,-1.39,-0.07,462.51,0.05
851,Exit long,2026-05-13 15:30,short,2300.94,0.8688,1999.838592,-0.78,-0.04,1.03,0.05,-4.25,-0.21,461.72,0.05
851,Entry long,2026-05-13 14:45,long,2301.84,0.8688,1999.838592,-0.78,-0.04,1.03,0.05,-4.25,-0.21,461.72,0.05
852,Exit short,2026-05-13 16:15,long,2303.03,0.8692,1999.977048,-1.82,-0.09,2.18,0.11,-4.28,-0.21,459.91,0.05
852,Entry short,2026-05-13 15:30,short,2300.94,0.8692,1999.977048,-1.82,-0.09,2.18,0.11,-4.28,-0.21,459.91,0.05
853,Exit long,2026-05-13 18:30,short,2306.95,0.8684,1999.951252,3.4,0.17,17.65,0.88,-2,-0.10,463.31,0.05
853,Entry long,2026-05-13 16:15,long,2303.03,0.8684,1999.951252,3.4,0.17,17.65,0.88,-2,-0.10,463.31,0.05
854,Exit short,2026-05-14 02:00,long,2262.2,0.8669,1999.894955,38.79,1.94,63.13,3.16,-2.64,-0.13,502.11,0.05
854,Entry short,2026-05-13 18:30,short,2306.95,0.8669,1999.894955,38.79,1.94,63.13,3.16,-2.64,-0.13,502.11,0.05
855,Exit long,2026-05-14 03:30,short,2255.85,0.884,1999.7848,-5.61,-0.28,5.56,0.28,-10.29,-0.51,496.49,0.05
855,Entry long,2026-05-14 02:00,long,2262.2,0.884,1999.7848,-5.61,-0.28,5.56,0.28,-10.29,-0.51,496.49,0.05
856,Exit short,2026-05-14 04:15,long,2260.24,0.8865,1999.811025,-3.89,-0.19,1.28,0.06,-5.9,-0.30,492.6,0.05
856,Entry short,2026-05-14 03:30,short,2255.85,0.8865,1999.811025,-3.89,-0.19,1.28,0.06,-5.9,-0.30,492.6,0.05
857,Exit long,2026-05-14 05:45,short,2255.79,0.8848,1999.860352,-3.94,-0.20,3.73,0.19,-5.79,-0.29,488.66,0.05
857,Entry long,2026-05-14 04:15,long,2260.24,0.8848,1999.860352,-3.94,-0.20,3.73,0.19,-5.79,-0.29,488.66,0.05
858,Exit short,2026-05-14 07:15,long,2257.61,0.8866,1999.983414,-1.61,-0.08,4.25,0.21,-5.32,-0.27,487.05,0.05
858,Entry short,2026-05-14 05:45,short,2255.79,0.8866,1999.983414,-1.61,-0.08,4.25,0.21,-5.32,-0.27,487.05,0.05
859,Exit long,2026-05-14 10:15,short,2263.57,0.8858,1999.790938,5.28,0.26,10.42,0.52,-2.46,-0.12,492.33,0.05
859,Entry long,2026-05-14 07:15,long,2257.61,0.8858,1999.790938,5.28,0.26,10.42,0.52,-2.46,-0.12,492.33,0.05
860,Exit short,2026-05-14 13:15,long,2261.46,0.8835,1999.864095,1.86,0.09,22.03,1.10,0,0.00,494.19,0.05
860,Entry short,2026-05-14 10:15,short,2263.57,0.8835,1999.864095,1.86,0.09,22.03,1.10,0,0.00,494.19,0.05
861,Exit long,2026-05-14 17:00,short,2264.48,0.8843,1999.809078,2.67,0.13,12.15,0.61,-0.01,0.00,496.86,0.05
861,Entry long,2026-05-14 13:15,long,2261.46,0.8843,1999.809078,2.67,0.13,12.15,0.61,-0.01,0.00,496.86,0.05
862,Exit short,2026-05-14 18:30,long,2257.52,0.8832,1999.988736,6.15,0.31,10.35,0.52,-0.91,-0.05,503.01,0.05
862,Entry short,2026-05-14 17:00,short,2264.48,0.8832,1999.988736,6.15,0.31,10.35,0.52,-0.91,-0.05,503.01,0.05
863,Exit long,2026-05-14 19:15,short,2257,0.8859,1999.936968,-0.46,-0.02,5.74,0.29,-1.96,-0.10,502.55,0.05
863,Entry long,2026-05-14 18:30,long,2257.52,0.8859,1999.936968,-0.46,-0.02,5.74,0.29,-1.96,-0.10,502.55,0.05
864,Exit short,2026-05-14 20:45,long,2261.48,0.8861,1999.9277,-3.97,-0.20,7.97,0.40,-5.53,-0.28,498.58,0.05
864,Entry short,2026-05-14 19:15,short,2257,0.8861,1999.9277,-3.97,-0.20,7.97,0.40,-5.53,-0.28,498.58,0.05
865,Exit long,2026-05-14 22:15,short,2264.89,0.8843,1999.826764,3.02,0.15,6.65,0.33,-13.57,-0.68,501.6,0.05
865,Entry long,2026-05-14 20:45,long,2261.48,0.8843,1999.826764,3.02,0.15,6.65,0.33,-13.57,-0.68,501.6,0.05
866,Exit short,2026-05-14 23:00,long,2283.36,0.883,1999.89787,-16.31,-0.82,1.37,0.07,-23.27,-1.16,485.29,0.05
866,Entry short,2026-05-14 22:15,short,2264.89,0.883,1999.89787,-16.31,-0.82,1.37,0.07,-23.27,-1.16,485.29,0.05
867,Exit long,2026-05-15 03:30,short,2299.92,0.8759,1999.995024,14.5,0.73,31.51,1.58,-1.34,-0.07,499.79,0.05
867,Entry long,2026-05-14 23:00,long,2283.36,0.8759,1999.995024,14.5,0.73,31.51,1.58,-1.34,-0.07,499.79,0.05
868,Exit short,2026-05-15 15:30,long,2266.45,0.8695,1999.78044,29.1,1.46,53.88,2.69,-1.52,-0.08,528.89,0.05
868,Entry short,2026-05-15 03:30,short,2299.92,0.8695,1999.78044,29.1,1.46,53.88,2.69,-1.52,-0.08,528.89,0.05
869,Exit long,2026-05-15 17:00,short,2255.86,0.8824,1999.91548,-9.34,-0.47,1.11,0.06,-14.52,-0.73,519.55,0.05
869,Entry long,2026-05-15 15:30,long,2266.45,0.8824,1999.91548,-9.34,-0.47,1.11,0.06,-14.52,-0.73,519.55,0.05
870,Exit short,2026-05-15 19:15,long,2260.21,0.8865,1999.81989,-3.86,-0.19,4.47,0.22,-7.65,-0.38,515.69,0.05
870,Entry short,2026-05-15 17:00,short,2255.86,0.8865,1999.81989,-3.86,-0.19,4.47,0.22,-7.65,-0.38,515.69,0.05
871,Exit long,2026-05-15 20:45,short,2254.29,0.8848,1999.833808,-5.24,-0.26,1.64,0.08,-8.03,-0.40,510.45,0.05
871,Entry long,2026-05-15 19:15,long,2260.21,0.8848,1999.833808,-5.24,-0.26,1.64,0.08,-8.03,-0.40,510.45,0.05
872,Exit short,2026-05-16 00:30,long,2225.08,0.8871,1999.780659,25.91,1.30,43.63,2.18,0,0.00,536.37,0.05
872,Entry short,2026-05-15 20:45,short,2254.29,0.8871,1999.780659,25.91,1.30,43.63,2.18,0,0.00,536.37,0.05
873,Exit long,2026-05-16 03:30,short,2223.6,0.8988,1999.901904,-1.33,-0.07,7.01,0.35,-5.55,-0.28,535.04,0.05
873,Entry long,2026-05-16 00:30,long,2225.08,0.8988,1999.901904,-1.33,-0.07,7.01,0.35,-5.55,-0.28,535.04,0.05
874,Exit short,2026-05-16 07:15,long,2225.07,0.8994,1999.90584,-1.32,-0.07,7.73,0.39,-2.28,-0.11,533.71,0.05
874,Entry short,2026-05-16 03:30,short,2223.6,0.8994,1999.90584,-1.32,-0.07,7.73,0.39,-2.28,-0.11,533.71,0.05
875,Exit long,2026-05-16 09:30,short,2224.31,0.8988,1999.892916,-0.68,-0.03,5.79,0.29,-1.58,-0.08,533.03,0.05
875,Entry long,2026-05-16 07:15,long,2225.07,0.8988,1999.892916,-0.68,-0.03,5.79,0.29,-1.58,-0.08,533.03,0.05
876,Exit short,2026-05-16 10:15,long,2228.62,0.8991,1999.877121,-3.88,-0.19,0,0.00,-6.46,-0.32,529.16,0.05
876,Entry short,2026-05-16 09:30,short,2224.31,0.8991,1999.877121,-3.88,-0.19,0,0.00,-6.46,-0.32,529.16,0.05
877,Exit long,2026-05-16 11:45,short,2228.01,0.8974,1999.963588,-0.55,-0.03,1.81,0.09,-1.45,-0.07,528.61,0.05
877,Entry long,2026-05-16 10:15,long,2228.62,0.8974,1999.963588,-0.55,-0.03,1.81,0.09,-1.45,-0.07,528.61,0.05
878,Exit short,2026-05-16 20:00,long,2176.94,0.8976,1999.861776,45.84,2.29,58.76,2.94,-0.85,-0.04,574.45,0.06
878,Entry short,2026-05-16 11:45,short,2228.01,0.8976,1999.861776,45.84,2.29,58.76,2.94,-0.85,-0.04,574.45,0.06
879,Exit long,2026-05-17 00:30,short,2171.96,0.9187,1999.954778,-4.58,-0.23,10.31,0.52,-5.92,-0.30,569.87,0.06
879,Entry long,2026-05-16 20:00,long,2176.94,0.9187,1999.954778,-4.58,-0.23,10.31,0.52,-5.92,-0.30,569.87,0.06
880,Exit short,2026-05-17 02:00,long,2178.47,0.9208,1999.940768,-5.99,-0.30,0.01,0.00,-8.2,-0.41,563.88,0.06
880,Entry short,2026-05-17 00:30,short,2171.96,0.9208,1999.940768,-5.99,-0.30,0.01,0.00,-8.2,-0.41,563.88,0.06
881,Exit long,2026-05-17 07:15,short,2182.08,0.918,1999.83546,3.31,0.17,6.2,0.31,-1.94,-0.10,567.19,0.06
881,Entry long,2026-05-17 02:00,long,2178.47,0.918,1999.83546,3.31,0.17,6.2,0.31,-1.94,-0.10,567.19,0.06
882,Exit short,2026-05-17 11:45,long,2181.7,0.9165,1999.87632,0.35,0.02,12.92,0.65,-3.23,-0.16,567.54,0.06
882,Entry short,2026-05-17 07:15,short,2182.08,0.9165,1999.87632,0.35,0.02,12.92,0.65,-3.23,-0.16,567.54,0.06
883,Exit long,2026-05-17 14:45,short,2185.02,0.9167,1999.96439,3.04,0.15,12.19,0.61,-0.51,-0.03,570.59,0.06
883,Entry long,2026-05-17 11:45,long,2181.7,0.9167,1999.96439,3.04,0.15,12.19,0.61,-0.51,-0.03,570.59,0.06
884,Exit short,2026-05-17 15:30,long,2185.84,0.9153,1999.948806,-0.75,-0.04,2.28,0.11,-3.18,-0.16,569.84,0.06
884,Entry short,2026-05-17 14:45,short,2185.02,0.9153,1999.948806,-0.75,-0.04,2.28,0.11,-3.18,-0.16,569.84,0.06
885,Exit long,2026-05-17 21:30,short,2193.37,0.9149,1999.825016,6.89,0.34,11.25,0.56,-2.49,-0.12,576.72,0.06
885,Entry long,2026-05-17 15:30,long,2185.84,0.9149,1999.825016,6.89,0.34,11.25,0.56,-2.49,-0.12,576.72,0.06
886,Exit short,2026-05-18 02:45,long,2188.49,0.9118,1999.914766,4.45,0.22,15.26,0.76,-1.23,-0.06,581.17,0.06
886,Entry short,2026-05-17 21:30,short,2193.37,0.9118,1999.914766,4.45,0.22,15.26,0.76,-1.23,-0.06,581.17,0.06
887,Exit long,2026-05-18 06:30,short,2182.32,0.9138,1999.842162,-5.64,-0.28,5.78,0.29,-10.3,-0.51,575.54,0.06
887,Entry long,2026-05-18 02:45,long,2188.49,0.9138,1999.842162,-5.64,-0.28,5.78,0.29,-10.3,-0.51,575.54,0.06
888,Exit short,2026-05-18 11:45,long,2118.44,0.9164,1999.878048,58.54,2.93,83.25,4.16,-0.05,0.00,634.08,0.06
888,Entry short,2026-05-18 06:30,short,2182.32,0.9164,1999.878048,58.54,2.93,83.25,4.16,-0.05,0.00,634.08,0.06
889,Exit long,2026-05-18 12:30,short,2122.06,0.944,1999.80736,3.42,0.17,3.85,0.19,-3.96,-0.20,637.49,0.06
889,Entry long,2026-05-18 11:45,long,2118.44,0.944,1999.80736,3.42,0.17,3.85,0.19,-3.96,-0.20,637.49,0.06
890,Exit short,2026-05-18 13:15,long,2124.04,0.9424,1999.829344,-1.87,-0.09,2.22,0.11,-3.55,-0.18,635.63,0.06
890,Entry short,2026-05-18 12:30,short,2122.06,0.9424,1999.829344,-1.87,-0.09,2.22,0.11,-3.55,-0.18,635.63,0.06
891,Exit long,2026-05-18 17:45,short,2116.88,0.9416,1999.996064,-6.74,-0.34,1.26,0.06,-13.22,-0.66,628.88,0.06
891,Entry long,2026-05-18 13:15,long,2124.04,0.9416,1999.996064,-6.74,-0.34,1.26,0.06,-13.22,-0.66,628.88,0.06
892,Exit short,2026-05-18 20:00,long,2143.91,0.9447,1999.816536,-25.54,-1.28,6.03,0.30,-29.57,-1.48,603.35,0.06
892,Entry short,2026-05-18 17:45,short,2116.88,0.9447,1999.816536,-25.54,-1.28,6.03,0.30,-29.57,-1.48,603.35,0.06
