trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
4761,2026-04-13 20:15:00,2026-04-13 21:45:00,SHORT,2254.05,2260.07,-6.02
4762,2026-04-13 21:45:00,2026-04-14 00:00:00,LONG,2260.07,2367.56,107.49
4763,2026-04-14 00:00:00,2026-04-14 02:15:00,SHORT,2367.56,2370.51,-2.95
4764,2026-04-14 02:15:00,2026-04-14 03:00:00,LONG,2370.51,2366.75,-3.76
4765,2026-04-14 03:00:00,2026-04-14 03:45:00,SHORT,2366.75,2365.5,1.25
4766,2026-04-14 03:45:00,2026-04-14 05:15:00,LONG,2365.5,2367.0,1.5
4767,2026-04-14 05:15:00,2026-04-14 06:45:00,SHORT,2367.0,2373.08,-6.08
4768,2026-04-14 06:45:00,2026-04-14 09:45:00,LONG,2373.08,2387.14,14.06
4769,2026-04-14 09:45:00,2026-04-14 12:00:00,SHORT,2387.14,2369.7,17.44
4770,2026-04-14 12:00:00,2026-04-14 12:45:00,LONG,2369.7,2373.94,4.24
4771,2026-04-14 12:45:00,2026-04-14 15:45:00,SHORT,2373.94,2364.63,9.31
4772,2026-04-14 15:45:00,2026-04-14 16:30:00,LONG,2364.63,2350.81,-13.82
4773,2026-04-14 16:30:00,2026-04-14 18:00:00,SHORT,2350.81,2339.27,11.54
4774,2026-04-14 18:00:00,2026-04-14 18:45:00,LONG,2339.27,2313.89,-25.38
4775,2026-04-14 18:45:00,2026-04-14 20:15:00,SHORT,2313.89,2311.43,2.46
4776,2026-04-14 20:15:00,2026-04-14 22:30:00,LONG,2311.43,2312.49,1.06
4777,2026-04-14 22:30:00,2026-04-14 23:15:00,SHORT,2312.49,2319.44,-6.95
4778,2026-04-14 23:15:00,2026-04-15 01:30:00,LONG,2319.44,2338.13,18.69
4779,2026-04-15 01:30:00,2026-04-15 04:30:00,SHORT,2338.13,2331.29,6.84
4780,2026-04-15 04:30:00,2026-04-15 05:15:00,LONG,2331.29,2322.12,-9.17
4781,2026-04-15 05:15:00,2026-04-15 06:45:00,SHORT,2322.12,2317.37,4.75
4782,2026-04-15 06:45:00,2026-04-15 07:30:00,LONG,2317.37,2313.17,-4.2
4783,2026-04-15 07:30:00,2026-04-15 08:15:00,SHORT,2313.17,2324.01,-10.84
4784,2026-04-15 08:15:00,2026-04-15 09:45:00,LONG,2324.01,2319.95,-4.06
4785,2026-04-15 09:45:00,2026-04-15 11:15:00,SHORT,2319.95,2325.01,-5.06
4786,2026-04-15 11:15:00,2026-04-15 13:30:00,LONG,2325.01,2318.77,-6.24
4787,2026-04-15 13:30:00,2026-04-15 14:15:00,SHORT,2318.77,2339.99,-21.22
4788,2026-04-15 14:15:00,2026-04-15 15:45:00,LONG,2339.99,2332.04,-7.95
4789,2026-04-15 15:45:00,2026-04-15 16:30:00,SHORT,2332.04,2338.17,-6.13
4790,2026-04-15 16:30:00,2026-04-15 20:15:00,LONG,2338.17,2360.71,22.54
4791,2026-04-15 20:15:00,2026-04-15 21:45:00,SHORT,2360.71,2361.3,-0.59
4792,2026-04-15 21:45:00,2026-04-15 23:15:00,LONG,2361.3,2355.84,-5.46
4793,2026-04-15 23:15:00,2026-04-16 00:00:00,SHORT,2355.84,2353.26,2.58
4794,2026-04-16 00:00:00,2026-04-16 01:30:00,LONG,2353.26,2354.86,1.6
4795,2026-04-16 01:30:00,2026-04-16 03:45:00,SHORT,2354.86,2357.86,-3.0
4796,2026-04-16 03:45:00,2026-04-16 04:30:00,LONG,2357.86,2361.8,3.94
4797,2026-04-16 04:30:00,2026-04-16 06:00:00,SHORT,2361.8,2356.62,5.18
4798,2026-04-16 06:00:00,2026-04-16 06:45:00,LONG,2356.62,2356.01,-0.61
4799,2026-04-16 06:45:00,2026-04-16 12:00:00,SHORT,2356.01,2344.21,11.8
4800,2026-04-16 12:00:00,2026-04-16 14:15:00,LONG,2344.21,2294.97,-49.24
4801,2026-04-16 14:15:00,2026-04-16 15:00:00,SHORT,2294.97,2325.08,-30.11
4802,2026-04-16 15:00:00,2026-04-16 16:30:00,LONG,2325.08,2321.65,-3.43
4803,2026-04-16 16:30:00,2026-04-16 18:00:00,SHORT,2321.65,2327.48,-5.83
4804,2026-04-16 18:00:00,2026-04-16 21:00:00,LONG,2327.48,2351.04,23.56
4805,2026-04-16 21:00:00,2026-04-16 22:30:00,SHORT,2351.04,2344.96,6.08
4806,2026-04-16 22:30:00,2026-04-17 00:00:00,LONG,2344.96,2343.01,-1.95
4807,2026-04-17 00:00:00,2026-04-17 03:00:00,SHORT,2343.01,2328.82,14.19
4808,2026-04-17 03:00:00,2026-04-17 05:15:00,LONG,2328.82,2322.25,-6.57
4809,2026-04-17 05:15:00,2026-04-17 06:45:00,SHORT,2322.25,2331.09,-8.84
4810,2026-04-17 06:45:00,2026-04-17 09:45:00,LONG,2331.09,2359.1,28.01
4811,2026-04-17 09:45:00,2026-04-17 11:15:00,SHORT,2359.1,2352.14,6.96
4812,2026-04-17 11:15:00,2026-04-17 15:45:00,LONG,2352.14,2441.96,89.82
4813,2026-04-17 15:45:00,2026-04-17 16:30:00,SHORT,2441.96,2459.36,-17.4
4814,2026-04-17 16:30:00,2026-04-17 17:15:00,LONG,2459.36,2428.43,-30.93
4815,2026-04-17 17:15:00,2026-04-17 18:00:00,SHORT,2428.43,2419.46,8.97
4816,2026-04-17 18:00:00,2026-04-17 21:45:00,LONG,2419.46,2429.49,10.03
4817,2026-04-17 21:45:00,2026-04-17 22:30:00,SHORT,2429.49,2436.83,-7.34
4818,2026-04-17 22:30:00,2026-04-17 23:15:00,LONG,2436.83,2421.57,-15.26
4819,2026-04-17 23:15:00,2026-04-18 01:30:00,SHORT,2421.57,2420.01,1.56
4820,2026-04-18 01:30:00,2026-04-18 02:15:00,LONG,2420.01,2421.99,1.98
4821,2026-04-18 02:15:00,2026-04-18 05:15:00,SHORT,2421.99,2408.97,13.02
4822,2026-04-18 05:15:00,2026-04-18 07:30:00,LONG,2408.97,2405.34,-3.63
4823,2026-04-18 07:30:00,2026-04-18 12:00:00,SHORT,2405.34,2358.51,46.83
4824,2026-04-18 12:00:00,2026-04-18 13:30:00,LONG,2358.51,2350.32,-8.19
4825,2026-04-18 13:30:00,2026-04-18 14:15:00,SHORT,2350.32,2356.16,-5.84
4826,2026-04-18 14:15:00,2026-04-18 15:45:00,LONG,2356.16,2363.64,7.48
4827,2026-04-18 15:45:00,2026-04-18 16:30:00,SHORT,2363.64,2364.6,-0.96
4828,2026-04-18 16:30:00,2026-04-18 17:15:00,LONG,2364.6,2361.85,-2.75
4829,2026-04-18 17:15:00,2026-04-18 20:15:00,SHORT,2361.85,2348.7,13.15
4830,2026-04-18 20:15:00,2026-04-19 00:00:00,LONG,2348.7,2352.0,3.3
4831,2026-04-19 00:00:00,2026-04-19 03:45:00,SHORT,2352.0,2339.77,12.23
4832,2026-04-19 03:45:00,2026-04-19 04:30:00,LONG,2339.77,2328.48,-11.29
4833,2026-04-19 04:30:00,2026-04-19 06:45:00,SHORT,2328.48,2327.2,1.28
4834,2026-04-19 06:45:00,2026-04-19 07:30:00,LONG,2327.2,2315.44,-11.76
4835,2026-04-19 07:30:00,2026-04-19 08:15:00,SHORT,2315.44,2315.39,0.05
4836,2026-04-19 08:15:00,2026-04-19 09:45:00,LONG,2315.39,2310.24,-5.15
4837,2026-04-19 09:45:00,2026-04-19 10:30:00,SHORT,2310.24,2314.71,-4.47
4838,2026-04-19 10:30:00,2026-04-19 12:45:00,LONG,2314.71,2331.29,16.58
4839,2026-04-19 12:45:00,2026-04-19 13:30:00,SHORT,2331.29,2342.18,-10.89
4840,2026-04-19 13:30:00,2026-04-19 14:15:00,LONG,2342.18,2338.99,-3.19
4841,2026-04-19 14:15:00,2026-04-19 19:30:00,SHORT,2338.99,2297.18,41.81
4842,2026-04-19 19:30:00,2026-04-19 20:15:00,LONG,2297.18,2292.44,-4.74
4843,2026-04-19 20:15:00,2026-04-19 21:45:00,SHORT,2292.44,2276.09,16.35
4844,2026-04-19 21:45:00,2026-04-19 22:30:00,LONG,2276.09,2273.36,-2.73
4845,2026-04-19 22:30:00,2026-04-20 00:45:00,SHORT,2273.36,2280.01,-6.65
4846,2026-04-20 00:45:00,2026-04-20 02:15:00,LONG,2280.01,2277.64,-2.37
4847,2026-04-20 02:15:00,2026-04-20 03:45:00,SHORT,2277.64,2286.56,-8.92
4848,2026-04-20 03:45:00,2026-04-20 04:30:00,LONG,2286.56,2279.78,-6.78
4849,2026-04-20 04:30:00,2026-04-20 06:00:00,SHORT,2279.78,2270.56,9.22
4850,2026-04-20 06:00:00,2026-04-20 09:00:00,LONG,2270.56,2303.31,32.75
4851,2026-04-20 09:00:00,2026-04-20 09:45:00,SHORT,2303.31,2309.06,-5.75
4852,2026-04-20 09:45:00,2026-04-20 12:45:00,LONG,2309.06,2318.88,9.82
4853,2026-04-20 12:45:00,2026-04-20 15:45:00,SHORT,2318.88,2313.91,4.97
4854,2026-04-20 15:45:00,2026-04-20 16:30:00,LONG,2313.91,2306.7,-7.21
4855,2026-04-20 16:30:00,2026-04-20 17:15:00,SHORT,2306.7,2314.4,-7.7
4856,2026-04-20 17:15:00,2026-04-20 19:30:00,LONG,2314.4,2328.55,14.15
4857,2026-04-20 19:30:00,2026-04-20 21:00:00,SHORT,2328.55,2325.21,3.34
4858,2026-04-20 21:00:00,2026-04-20 21:45:00,LONG,2325.21,2321.65,-3.56
4859,2026-04-20 21:45:00,2026-04-21 00:00:00,SHORT,2321.65,2315.6,6.05
4860,2026-04-21 00:00:00,2026-04-21 02:15:00,LONG,2315.6,2310.01,-5.59
4861,2026-04-21 02:15:00,2026-04-21 03:45:00,SHORT,2310.01,2311.62,-1.61
4862,2026-04-21 03:45:00,2026-04-21 06:00:00,LONG,2311.62,2310.87,-0.75
4863,2026-04-21 06:00:00,2026-04-21 06:45:00,SHORT,2310.87,2317.36,-6.49
4864,2026-04-21 06:45:00,2026-04-21 08:15:00,LONG,2317.36,2323.0,5.64
4865,2026-04-21 08:15:00,2026-04-21 09:00:00,SHORT,2323.0,2324.23,-1.23
4866,2026-04-21 09:00:00,2026-04-21 11:15:00,LONG,2324.23,2326.72,2.49
4867,2026-04-21 11:15:00,2026-04-21 13:30:00,SHORT,2326.72,2311.15,15.57
4868,2026-04-21 13:30:00,2026-04-21 14:15:00,LONG,2311.15,2314.22,3.07
4869,2026-04-21 14:15:00,2026-04-21 16:30:00,SHORT,2314.22,2313.33,0.89
4870,2026-04-21 16:30:00,2026-04-21 17:15:00,LONG,2313.33,2295.81,-17.52
4871,2026-04-21 17:15:00,2026-04-21 18:45:00,SHORT,2295.81,2312.72,-16.91
4872,2026-04-21 18:45:00,2026-04-21 21:45:00,LONG,2312.72,2312.56,-0.16
4873,2026-04-21 21:45:00,2026-04-21 23:15:00,SHORT,2312.56,2316.16,-3.6
4874,2026-04-21 23:15:00,2026-04-22 01:30:00,LONG,2316.16,2319.73,3.57
4875,2026-04-22 01:30:00,2026-04-22 02:15:00,SHORT,2319.73,2355.17,-35.44
4876,2026-04-22 02:15:00,2026-04-22 03:45:00,LONG,2355.17,2363.62,8.45
4877,2026-04-22 03:45:00,2026-04-22 05:15:00,SHORT,2363.62,2387.83,-24.21
4878,2026-04-22 05:15:00,2026-04-22 06:45:00,LONG,2387.83,2393.37,5.54
4879,2026-04-22 06:45:00,2026-04-22 09:00:00,SHORT,2393.37,2391.78,1.59
4880,2026-04-22 09:00:00,2026-04-22 11:15:00,LONG,2391.78,2392.39,0.61
4881,2026-04-22 11:15:00,2026-04-22 12:00:00,SHORT,2392.39,2402.32,-9.93
4882,2026-04-22 12:00:00,2026-04-22 15:00:00,LONG,2402.32,2398.13,-4.19
4883,2026-04-22 15:00:00,2026-04-22 15:45:00,SHORT,2398.13,2403.83,-5.7
4884,2026-04-22 15:45:00,2026-04-22 16:30:00,LONG,2403.83,2390.52,-13.31
4885,2026-04-22 16:30:00,2026-04-22 17:15:00,SHORT,2390.52,2392.1,-1.58
4886,2026-04-22 17:15:00,2026-04-22 18:45:00,LONG,2392.1,2396.91,4.81
4887,2026-04-22 18:45:00,2026-04-22 19:30:00,SHORT,2396.91,2395.61,1.3
4888,2026-04-22 19:30:00,2026-04-22 21:00:00,LONG,2395.61,2394.05,-1.56
4889,2026-04-22 21:00:00,2026-04-22 21:45:00,SHORT,2394.05,2402.55,-8.5
4890,2026-04-22 21:45:00,2026-04-22 22:30:00,LONG,2402.55,2395.93,-6.62
4891,2026-04-22 22:30:00,2026-04-23 00:45:00,SHORT,2395.93,2372.96,22.97
4892,2026-04-23 00:45:00,2026-04-23 01:30:00,LONG,2372.96,2367.03,-5.93
4893,2026-04-23 01:30:00,2026-04-23 04:30:00,SHORT,2367.03,2346.03,21.0
4894,2026-04-23 04:30:00,2026-04-23 07:30:00,LONG,2346.03,2351.69,5.66
4895,2026-04-23 07:30:00,2026-04-23 09:00:00,SHORT,2351.69,2322.22,29.47
4896,2026-04-23 09:00:00,2026-04-23 09:45:00,LONG,2322.22,2316.25,-5.97
4897,2026-04-23 09:45:00,2026-04-23 11:15:00,SHORT,2316.25,2319.98,-3.73
4898,2026-04-23 11:15:00,2026-04-23 13:30:00,LONG,2319.98,2320.7,0.72
4899,2026-04-23 13:30:00,2026-04-23 15:00:00,SHORT,2320.7,2329.47,-8.77
4900,2026-04-23 15:00:00,2026-04-23 16:30:00,LONG,2329.47,2331.33,1.86
4901,2026-04-23 16:30:00,2026-04-23 18:00:00,SHORT,2331.33,2313.34,17.99
4902,2026-04-23 18:00:00,2026-04-23 23:15:00,LONG,2313.34,2326.9,13.56
4903,2026-04-23 23:15:00,2026-04-24 00:00:00,SHORT,2326.9,2331.65,-4.75
4904,2026-04-24 00:00:00,2026-04-24 01:30:00,LONG,2331.65,2321.64,-10.01
4905,2026-04-24 01:30:00,2026-04-24 02:15:00,SHORT,2321.64,2325.0,-3.36
4906,2026-04-24 02:15:00,2026-04-24 03:00:00,LONG,2325.0,2319.6,-5.4
4907,2026-04-24 03:00:00,2026-04-24 06:00:00,SHORT,2319.6,2315.31,4.29
4908,2026-04-24 06:00:00,2026-04-24 06:45:00,LONG,2315.31,2309.2,-6.11
4909,2026-04-24 06:45:00,2026-04-24 07:30:00,SHORT,2309.2,2312.72,-3.52
4910,2026-04-24 07:30:00,2026-04-24 08:15:00,LONG,2312.72,2316.15,3.43
4911,2026-04-24 08:15:00,2026-04-24 09:00:00,SHORT,2316.15,2308.39,7.76
4912,2026-04-24 09:00:00,2026-04-24 12:00:00,LONG,2308.39,2331.27,22.88
4913,2026-04-24 12:00:00,2026-04-24 15:00:00,SHORT,2331.27,2308.38,22.89
4914,2026-04-24 15:00:00,2026-04-24 16:30:00,LONG,2308.38,2313.64,5.26
4915,2026-04-24 16:30:00,2026-04-24 17:15:00,SHORT,2313.64,2315.34,-1.7
4916,2026-04-24 17:15:00,2026-04-24 20:15:00,LONG,2315.34,2316.94,1.6
4917,2026-04-24 20:15:00,2026-04-24 21:00:00,SHORT,2316.94,2315.6,1.34
4918,2026-04-24 21:00:00,2026-04-24 21:45:00,LONG,2315.6,2315.18,-0.42
4919,2026-04-24 21:45:00,2026-04-24 23:15:00,SHORT,2315.18,2314.8,0.38
4920,2026-04-24 23:15:00,2026-04-25 02:15:00,LONG,2314.8,2318.1,3.3
4921,2026-04-25 02:15:00,2026-04-25 03:45:00,SHORT,2318.1,2318.43,-0.33
4922,2026-04-25 03:45:00,2026-04-25 04:30:00,LONG,2318.43,2316.95,-1.48
4923,2026-04-25 04:30:00,2026-04-25 06:00:00,SHORT,2316.95,2316.69,0.26
4924,2026-04-25 06:00:00,2026-04-25 11:15:00,LONG,2316.69,2315.14,-1.55
4925,2026-04-25 11:15:00,2026-04-25 13:30:00,SHORT,2315.14,2317.34,-2.2
4926,2026-04-25 13:30:00,2026-04-25 15:00:00,LONG,2317.34,2316.44,-0.9
4927,2026-04-25 15:00:00,2026-04-25 18:45:00,SHORT,2316.44,2311.55,4.89
4928,2026-04-25 18:45:00,2026-04-25 19:30:00,LONG,2311.55,2307.31,-4.24
4929,2026-04-25 19:30:00,2026-04-25 20:15:00,SHORT,2307.31,2311.42,-4.11
4930,2026-04-25 20:15:00,2026-04-25 21:45:00,LONG,2311.42,2315.8,4.38
4931,2026-04-25 21:45:00,2026-04-25 22:30:00,SHORT,2315.8,2318.94,-3.14
4932,2026-04-25 22:30:00,2026-04-26 03:00:00,LONG,2318.94,2316.18,-2.76
4933,2026-04-26 03:00:00,2026-04-26 05:15:00,SHORT,2316.18,2330.9,-14.72
4934,2026-04-26 05:15:00,2026-04-26 07:30:00,LONG,2330.9,2328.6,-2.3
4935,2026-04-26 07:30:00,2026-04-26 08:15:00,SHORT,2328.6,2331.41,-2.81
4936,2026-04-26 08:15:00,2026-04-26 10:30:00,LONG,2331.41,2332.27,0.86
4937,2026-04-26 10:30:00,2026-04-26 11:15:00,SHORT,2332.27,2336.34,-4.07
4938,2026-04-26 11:15:00,2026-04-26 12:45:00,LONG,2336.34,2328.89,-7.45
4939,2026-04-26 12:45:00,2026-04-26 13:30:00,SHORT,2328.89,2335.0,-6.11
4940,2026-04-26 13:30:00,2026-04-26 15:45:00,LONG,2335.0,2348.05,13.05
4941,2026-04-26 15:45:00,2026-04-26 17:15:00,SHORT,2348.05,2346.33,1.72
4942,2026-04-26 17:15:00,2026-04-26 20:15:00,LONG,2346.33,2366.62,20.29
4943,2026-04-26 20:15:00,2026-04-26 22:30:00,SHORT,2366.62,2360.61,6.01
4944,2026-04-26 22:30:00,2026-04-26 23:15:00,LONG,2360.61,2361.53,0.92
4945,2026-04-26 23:15:00,2026-04-27 00:00:00,SHORT,2361.53,2366.55,-5.02
4946,2026-04-27 00:00:00,2026-04-27 03:00:00,LONG,2366.55,2395.77,29.22
4947,2026-04-27 03:00:00,2026-04-27 03:45:00,SHORT,2395.77,2394.85,0.92
4948,2026-04-27 03:45:00,2026-04-27 04:30:00,LONG,2394.85,2387.75,-7.1
4949,2026-04-27 04:30:00,2026-04-27 07:30:00,SHORT,2387.75,2320.6,67.15
4950,2026-04-27 07:30:00,2026-04-27 08:15:00,LONG,2320.6,2310.78,-9.82
4951,2026-04-27 08:15:00,2026-04-27 09:00:00,SHORT,2310.78,2321.5,-10.72
4952,2026-04-27 09:00:00,2026-04-27 10:30:00,LONG,2321.5,2319.5,-2.0
4953,2026-04-27 10:30:00,2026-04-27 12:00:00,SHORT,2319.5,2319.87,-0.37
4954,2026-04-27 12:00:00,2026-04-27 12:45:00,LONG,2319.87,2314.11,-5.76
4955,2026-04-27 12:45:00,2026-04-27 14:15:00,SHORT,2314.11,2313.43,0.68
4956,2026-04-27 14:15:00,2026-04-27 15:00:00,LONG,2313.43,2294.54,-18.89
4957,2026-04-27 15:00:00,2026-04-27 17:15:00,SHORT,2294.54,2288.02,6.52
4958,2026-04-27 17:15:00,2026-04-27 19:30:00,LONG,2288.02,2287.17,-0.85
4959,2026-04-27 19:30:00,2026-04-27 20:15:00,SHORT,2287.17,2293.08,-5.91
4960,2026-04-27 20:15:00,2026-04-27 23:15:00,LONG,2293.08,2293.58,0.5
4961,2026-04-27 23:15:00,2026-04-28 00:00:00,SHORT,2293.58,2303.94,-10.36
4962,2026-04-28 00:00:00,2026-04-28 01:30:00,LONG,2303.94,2299.21,-4.73
4963,2026-04-28 01:30:00,2026-04-28 03:45:00,SHORT,2299.21,2290.94,8.27
4964,2026-04-28 03:45:00,2026-04-28 04:30:00,LONG,2290.94,2288.61,-2.33
4965,2026-04-28 04:30:00,2026-04-28 05:15:00,SHORT,2288.61,2294.47,-5.86
4966,2026-04-28 05:15:00,2026-04-28 06:00:00,LONG,2294.47,2289.89,-4.58
4967,2026-04-28 06:00:00,2026-04-28 07:30:00,SHORT,2289.89,2282.96,6.93
4968,2026-04-28 07:30:00,2026-04-28 09:45:00,LONG,2282.96,2282.27,-0.69
4969,2026-04-28 09:45:00,2026-04-28 12:45:00,SHORT,2282.27,2278.23,4.04
4970,2026-04-28 12:45:00,2026-04-28 13:30:00,LONG,2278.23,2277.04,-1.19
4971,2026-04-28 13:30:00,2026-04-28 15:00:00,SHORT,2277.04,2274.02,3.02
4972,2026-04-28 15:00:00,2026-04-28 18:45:00,LONG,2274.02,2296.96,22.94
4973,2026-04-28 18:45:00,2026-04-28 20:15:00,SHORT,2296.96,2297.48,-0.52
4974,2026-04-28 20:15:00,2026-04-28 21:00:00,LONG,2297.48,2291.34,-6.14
4975,2026-04-28 21:00:00,2026-04-28 23:15:00,SHORT,2291.34,2286.04,5.3
4976,2026-04-28 23:15:00,2026-04-29 01:30:00,LONG,2286.04,2287.03,0.99
4977,2026-04-29 01:30:00,2026-04-29 02:15:00,SHORT,2287.03,2289.49,-2.46
4978,2026-04-29 02:15:00,2026-04-29 06:45:00,LONG,2289.49,2324.58,35.09
4979,2026-04-29 06:45:00,2026-04-29 09:00:00,SHORT,2324.58,2327.29,-2.71
4980,2026-04-29 09:00:00,2026-04-29 11:15:00,LONG,2327.29,2330.02,2.73
4981,2026-04-29 11:15:00,2026-04-29 17:15:00,SHORT,2330.02,2270.66,59.36
4982,2026-04-29 17:15:00,2026-04-29 18:45:00,LONG,2270.66,2239.41,-31.25
4983,2026-04-29 18:45:00,2026-04-29 20:15:00,SHORT,2239.41,2240.09,-0.68
4984,2026-04-29 20:15:00,2026-04-29 22:30:00,LONG,2240.09,2258.24,18.15
4985,2026-04-29 22:30:00,2026-04-29 23:15:00,SHORT,2258.24,2253.27,4.97
4986,2026-04-29 23:15:00,2026-04-30 00:00:00,LONG,2253.27,2253.27,0.0
4987,2026-04-30 00:00:00,2026-04-30 00:45:00,SHORT,2253.27,2272.46,-19.19
4988,2026-04-30 00:45:00,2026-04-30 02:15:00,LONG,2272.46,2263.01,-9.45
4989,2026-04-30 02:15:00,2026-04-30 03:45:00,SHORT,2263.01,2253.24,9.77
4990,2026-04-30 03:45:00,2026-04-30 04:30:00,LONG,2253.24,2237.51,-15.73
4991,2026-04-30 04:30:00,2026-04-30 05:15:00,SHORT,2237.51,2236.68,0.83
4992,2026-04-30 05:15:00,2026-04-30 09:00:00,LONG,2236.68,2258.98,22.3
4993,2026-04-30 09:00:00,2026-04-30 09:45:00,SHORT,2258.98,2261.86,-2.88
4994,2026-04-30 09:45:00,2026-04-30 10:30:00,LONG,2261.86,2261.19,-0.67
4995,2026-04-30 10:30:00,2026-04-30 11:15:00,SHORT,2261.19,2267.07,-5.88
4996,2026-04-30 11:15:00,2026-04-30 12:00:00,LONG,2267.07,2260.58,-6.49
4997,2026-04-30 12:00:00,2026-04-30 12:45:00,SHORT,2260.58,2265.45,-4.87
4998,2026-04-30 12:45:00,2026-04-30 13:30:00,LONG,2265.45,2271.6,6.15
4999,2026-04-30 13:30:00,2026-04-30 15:00:00,SHORT,2271.6,2265.8,5.8
5000,2026-04-30 15:00:00,2026-04-30 15:45:00,LONG,2265.8,2265.7,-0.1
5001,2026-04-30 15:45:00,2026-04-30 18:00:00,SHORT,2265.7,2256.44,9.26
5002,2026-04-30 18:00:00,2026-04-30 21:00:00,LONG,2256.44,2264.11,7.67
5003,2026-04-30 21:00:00,2026-04-30 22:30:00,SHORT,2264.11,2257.06,7.05
5004,2026-04-30 22:30:00,2026-04-30 23:15:00,LONG,2257.06,2256.32,-0.74
5005,2026-04-30 23:15:00,2026-05-01 00:00:00,SHORT,2256.32,2262.22,-5.9
5006,2026-05-01 00:00:00,2026-05-01 04:30:00,LONG,2262.22,2280.87,18.65
5007,2026-05-01 04:30:00,2026-05-01 05:15:00,SHORT,2280.87,2282.1,-1.23
5008,2026-05-01 05:15:00,2026-05-01 06:00:00,LONG,2282.1,2284.84,2.74
5009,2026-05-01 06:00:00,2026-05-01 08:15:00,SHORT,2284.84,2286.41,-1.57
5010,2026-05-01 08:15:00,2026-05-01 09:45:00,LONG,2286.41,2282.07,-4.34
5011,2026-05-01 09:45:00,2026-05-01 10:30:00,SHORT,2282.07,2280.58,1.49
5012,2026-05-01 10:30:00,2026-05-01 15:00:00,LONG,2280.58,2309.87,29.29
5013,2026-05-01 15:00:00,2026-05-01 15:45:00,SHORT,2309.87,2307.64,2.23
5014,2026-05-01 15:45:00,2026-05-01 16:30:00,LONG,2307.64,2301.47,-6.17
5015,2026-05-01 16:30:00,2026-05-01 17:15:00,SHORT,2301.47,2303.42,-1.95
5016,2026-05-01 17:15:00,2026-05-01 18:45:00,LONG,2303.42,2304.76,1.34
5017,2026-05-01 18:45:00,2026-05-01 22:30:00,SHORT,2304.76,2294.87,9.89
5018,2026-05-01 22:30:00,2026-05-01 23:15:00,LONG,2294.87,2289.29,-5.58
5019,2026-05-01 23:15:00,2026-05-02 00:00:00,SHORT,2289.29,2294.09,-4.8
5020,2026-05-02 00:00:00,2026-05-02 01:30:00,LONG,2294.09,2298.86,4.77
5021,2026-05-02 01:30:00,2026-05-02 03:00:00,SHORT,2298.86,2301.84,-2.98
5022,2026-05-02 03:00:00,2026-05-02 04:30:00,LONG,2301.84,2301.51,-0.33
5023,2026-05-02 04:30:00,2026-05-02 06:45:00,SHORT,2301.51,2305.58,-4.07
5024,2026-05-02 06:45:00,2026-05-02 08:15:00,LONG,2305.58,2302.83,-2.75
5025,2026-05-02 08:15:00,2026-05-02 09:00:00,SHORT,2302.83,2304.97,-2.14
5026,2026-05-02 09:00:00,2026-05-02 10:30:00,LONG,2304.97,2303.41,-1.56
5027,2026-05-02 10:30:00,2026-05-02 12:45:00,SHORT,2303.41,2303.52,-0.11
5028,2026-05-02 12:45:00,2026-05-02 14:15:00,LONG,2303.52,2306.4,2.88
5029,2026-05-02 14:15:00,2026-05-02 15:00:00,SHORT,2306.4,2307.73,-1.33
5030,2026-05-02 15:00:00,2026-05-02 16:30:00,LONG,2307.73,2308.26,0.53
5031,2026-05-02 16:30:00,2026-05-02 18:45:00,SHORT,2308.26,2310.3,-2.04
5032,2026-05-02 18:45:00,2026-05-02 20:15:00,LONG,2310.3,2310.58,0.28
5033,2026-05-02 20:15:00,2026-05-02 21:00:00,SHORT,2310.58,2310.79,-0.21
5034,2026-05-02 21:00:00,2026-05-02 22:30:00,LONG,2310.79,2321.64,10.85
5035,2026-05-02 22:30:00,2026-05-03 03:00:00,SHORT,2321.64,2300.65,20.99
5036,2026-05-03 03:00:00,2026-05-03 03:45:00,LONG,2300.65,2301.9,1.25
5037,2026-05-03 03:45:00,2026-05-03 04:30:00,SHORT,2301.9,2301.71,0.19
5038,2026-05-03 04:30:00,2026-05-03 06:45:00,LONG,2301.71,2304.49,2.78
5039,2026-05-03 06:45:00,2026-05-03 07:30:00,SHORT,2304.49,2310.34,-5.85
5040,2026-05-03 07:30:00,2026-05-03 09:00:00,LONG,2310.34,2308.5,-1.84
5041,2026-05-03 09:00:00,2026-05-03 09:45:00,SHORT,2308.5,2316.47,-7.97
5042,2026-05-03 09:45:00,2026-05-03 10:30:00,LONG,2316.47,2314.56,-1.91
5043,2026-05-03 10:30:00,2026-05-03 11:15:00,SHORT,2314.56,2313.56,1.0
5044,2026-05-03 11:15:00,2026-05-03 13:30:00,LONG,2313.56,2322.51,8.95
5045,2026-05-03 13:30:00,2026-05-03 14:15:00,SHORT,2322.51,2324.64,-2.13
5046,2026-05-03 14:15:00,2026-05-03 15:45:00,LONG,2324.64,2328.44,3.8
5047,2026-05-03 15:45:00,2026-05-03 16:30:00,SHORT,2328.44,2330.41,-1.97
5048,2026-05-03 16:30:00,2026-05-03 17:15:00,LONG,2330.41,2332.41,2.0
5049,2026-05-03 17:15:00,2026-05-03 18:00:00,SHORT,2332.41,2329.8,2.61
5050,2026-05-03 18:00:00,2026-05-03 18:45:00,LONG,2329.8,2330.98,1.18
