trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
888,2025-11-22 02:30:00,2025-11-22 06:30:00,SHORT,2747.07,2761.78,-14.71
889,2025-11-22 06:30:00,2025-11-22 08:00:00,LONG,2761.78,2748.52,-13.27
890,2025-11-22 08:00:00,2025-11-22 14:00:00,SHORT,2748.52,2730.02,18.49
891,2025-11-22 14:00:00,2025-11-22 15:30:00,LONG,2730.02,2737.03,7.01
892,2025-11-22 15:30:00,2025-11-22 15:45:00,SHORT,2737.03,2741.19,-4.16
893,2025-11-22 15:45:00,2025-11-23 07:15:00,LONG,2741.19,2795.46,54.27
894,2025-11-23 07:15:00,2025-11-23 08:00:00,SHORT,2795.46,2804.54,-9.08
895,2025-11-23 08:00:00,2025-11-23 14:45:00,LONG,2804.54,2817.71,13.17
896,2025-11-23 14:45:00,2025-11-23 15:30:00,SHORT,2817.71,2829.45,-11.74
897,2025-11-23 15:30:00,2025-11-23 16:45:00,LONG,2829.45,2819.45,-10.0
898,2025-11-23 16:45:00,2025-11-23 19:15:00,SHORT,2819.45,2821.24,-1.79
899,2025-11-23 19:15:00,2025-11-23 23:00:00,LONG,2821.24,2827.46,6.22
900,2025-11-23 23:00:00,2025-11-24 02:00:00,SHORT,2827.46,2820.93,6.54
901,2025-11-24 02:00:00,2025-11-24 04:15:00,LONG,2820.93,2846.31,25.38
902,2025-11-24 04:15:00,2025-11-24 05:00:00,SHORT,2846.31,2841.25,5.05
903,2025-11-24 05:00:00,2025-11-24 09:00:00,LONG,2841.25,2829.6,-11.65
904,2025-11-24 09:00:00,2025-11-24 15:30:00,SHORT,2829.6,2845.65,-16.05
905,2025-11-24 15:30:00,2025-11-25 03:30:00,LONG,2845.65,2917.56,71.91
906,2025-11-25 03:30:00,2025-11-25 12:00:00,SHORT,2917.56,2897.43,20.14
907,2025-11-25 12:00:00,2025-11-25 13:30:00,LONG,2897.43,2917.82,20.39
908,2025-11-25 13:30:00,2025-11-25 14:00:00,SHORT,2917.82,2918.81,-0.99
909,2025-11-25 14:00:00,2025-11-25 14:30:00,LONG,2918.81,2901.1,-17.71
910,2025-11-25 14:30:00,2025-11-25 16:15:00,SHORT,2901.1,2912.51,-11.41
911,2025-11-25 16:15:00,2025-11-25 19:00:00,LONG,2912.51,2912.06,-0.45
912,2025-11-25 19:00:00,2025-11-25 19:30:00,SHORT,2912.06,2903.06,9.01
913,2025-11-25 19:30:00,2025-11-25 22:00:00,LONG,2903.06,2922.54,19.48
914,2025-11-25 22:00:00,2025-11-25 22:15:00,SHORT,2922.54,2922.55,-0.01
915,2025-11-25 22:15:00,2025-11-26 03:30:00,LONG,2922.55,2952.27,29.72
916,2025-11-26 03:30:00,2025-11-26 06:00:00,SHORT,2952.27,2951.39,0.88
917,2025-11-26 06:00:00,2025-11-26 06:15:00,LONG,2951.39,2941.98,-9.41
918,2025-11-26 06:15:00,2025-11-26 13:45:00,SHORT,2941.98,2932.3,9.68
919,2025-11-26 13:45:00,2025-11-27 05:30:00,LONG,2932.3,3031.01,98.71
920,2025-11-27 05:30:00,2025-11-27 07:15:00,SHORT,3031.01,3035.63,-4.62
921,2025-11-27 07:15:00,2025-11-27 07:30:00,LONG,3035.63,3028.62,-7.01
922,2025-11-27 07:30:00,2025-11-27 07:45:00,SHORT,3028.62,3034.79,-6.17
923,2025-11-27 07:45:00,2025-11-27 08:00:00,LONG,3034.79,3028.52,-6.27
924,2025-11-27 08:00:00,2025-11-27 09:30:00,SHORT,3028.52,3036.39,-7.87
925,2025-11-27 09:30:00,2025-11-27 09:45:00,LONG,3036.39,3028.71,-7.68
926,2025-11-27 09:45:00,2025-11-27 18:15:00,SHORT,3028.71,3027.61,1.1
927,2025-11-27 18:15:00,2025-11-27 22:30:00,LONG,3027.61,3026.84,-0.77
928,2025-11-27 22:30:00,2025-11-28 05:00:00,SHORT,3026.84,3022.42,4.42
929,2025-11-28 05:00:00,2025-11-28 06:00:00,LONG,3022.42,3018.48,-3.93
930,2025-11-28 06:00:00,2025-11-28 07:15:00,SHORT,3018.48,3022.18,-3.7
931,2025-11-28 07:15:00,2025-11-28 07:30:00,LONG,3022.18,3014.88,-7.31
932,2025-11-28 07:30:00,2025-11-28 08:30:00,SHORT,3014.88,3027.68,-12.81
933,2025-11-28 08:30:00,2025-11-28 16:15:00,LONG,3027.68,3043.28,15.59
934,2025-11-28 16:15:00,2025-11-28 18:00:00,SHORT,3043.28,3045.79,-2.51
935,2025-11-28 18:00:00,2025-11-28 18:15:00,LONG,3045.79,3034.11,-11.69
936,2025-11-28 18:15:00,2025-11-28 19:15:00,SHORT,3034.11,3053.32,-19.21
937,2025-11-28 19:15:00,2025-11-28 20:00:00,LONG,3053.32,3042.18,-11.14
938,2025-11-28 20:00:00,2025-11-28 20:15:00,SHORT,3042.18,3051.96,-9.78
939,2025-11-28 20:15:00,2025-11-28 21:45:00,LONG,3051.96,3044.71,-7.25
940,2025-11-28 21:45:00,2025-11-29 01:00:00,SHORT,3044.71,3041.01,3.7
941,2025-11-29 01:00:00,2025-11-29 01:15:00,LONG,3041.01,3041.66,0.65
942,2025-11-29 01:15:00,2025-11-29 04:45:00,SHORT,3041.66,3035.76,5.89
943,2025-11-29 04:45:00,2025-11-29 06:15:00,LONG,3035.76,3032.2,-3.57
944,2025-11-29 06:15:00,2025-11-29 20:45:00,SHORT,3032.2,2997.49,34.7
945,2025-11-29 20:45:00,2025-11-29 21:00:00,LONG,2997.49,2991.94,-5.55
946,2025-11-29 21:00:00,2025-11-30 00:00:00,SHORT,2991.94,2993.24,-1.31
947,2025-11-30 00:00:00,2025-11-30 02:45:00,LONG,2993.24,2992.2,-1.04
948,2025-11-30 02:45:00,2025-11-30 03:30:00,SHORT,2992.2,2994.31,-2.11
949,2025-11-30 03:30:00,2025-11-30 21:00:00,LONG,2994.31,3023.44,29.12
950,2025-11-30 21:00:00,2025-11-30 22:00:00,SHORT,3023.44,3028.59,-5.16
951,2025-11-30 22:00:00,2025-11-30 22:30:00,LONG,3028.59,3022.28,-6.31
952,2025-11-30 22:30:00,2025-11-30 22:45:00,SHORT,3022.28,3032.6,-10.32
953,2025-11-30 22:45:00,2025-11-30 23:00:00,LONG,3032.6,3026.39,-6.22
954,2025-11-30 23:00:00,2025-12-01 21:30:00,SHORT,3026.39,2797.26,229.13
955,2025-12-01 21:30:00,2025-12-02 08:15:00,LONG,2797.26,2790.22,-7.04
956,2025-12-02 08:15:00,2025-12-02 08:45:00,SHORT,2790.22,2801.69,-11.48
957,2025-12-02 08:45:00,2025-12-02 09:30:00,LONG,2801.69,2797.22,-4.47
958,2025-12-02 09:30:00,2025-12-02 10:00:00,SHORT,2797.22,2805.65,-8.42
959,2025-12-02 10:00:00,2025-12-03 14:00:00,LONG,2805.65,3082.64,276.99
960,2025-12-03 14:00:00,2025-12-03 14:15:00,SHORT,3082.64,3063.95,18.68
961,2025-12-03 14:15:00,2025-12-04 08:00:00,LONG,3063.95,3179.96,116.01
962,2025-12-04 08:00:00,2025-12-04 08:30:00,SHORT,3179.96,3189.87,-9.91
963,2025-12-04 08:30:00,2025-12-04 10:45:00,LONG,3189.87,3186.19,-3.68
964,2025-12-04 10:45:00,2025-12-04 15:30:00,SHORT,3186.19,3194.28,-8.09
965,2025-12-04 15:30:00,2025-12-04 16:30:00,LONG,3194.28,3186.9,-7.37
966,2025-12-04 16:30:00,2025-12-05 01:15:00,SHORT,3186.9,3159.67,27.23
967,2025-12-05 01:15:00,2025-12-05 08:30:00,LONG,3159.67,3153.39,-6.28
968,2025-12-05 08:30:00,2025-12-06 03:00:00,SHORT,3153.39,3034.35,119.05
969,2025-12-06 03:00:00,2025-12-06 03:15:00,LONG,3034.35,3036.14,1.79
970,2025-12-06 03:15:00,2025-12-06 05:45:00,SHORT,3036.14,3038.98,-2.84
971,2025-12-06 05:45:00,2025-12-06 07:15:00,LONG,3038.98,3035.71,-3.26
972,2025-12-06 07:15:00,2025-12-06 10:15:00,SHORT,3035.71,3037.25,-1.54
973,2025-12-06 10:15:00,2025-12-06 19:30:00,LONG,3037.25,3030.57,-6.68
974,2025-12-06 19:30:00,2025-12-06 21:15:00,SHORT,3030.57,3042.98,-12.4
975,2025-12-06 21:15:00,2025-12-06 23:00:00,LONG,3042.98,3036.96,-6.01
976,2025-12-06 23:00:00,2025-12-07 00:30:00,SHORT,3036.96,3047.07,-10.1
977,2025-12-07 00:30:00,2025-12-07 01:45:00,LONG,3047.07,3043.3,-3.77
978,2025-12-07 01:45:00,2025-12-07 02:15:00,SHORT,3043.3,3048.15,-4.85
979,2025-12-07 02:15:00,2025-12-07 07:00:00,LONG,3048.15,3045.55,-2.6
980,2025-12-07 07:00:00,2025-12-07 12:45:00,SHORT,3045.55,3046.79,-1.25
981,2025-12-07 12:45:00,2025-12-07 13:00:00,LONG,3046.79,3044.72,-2.07
982,2025-12-07 13:00:00,2025-12-07 17:15:00,SHORT,3044.72,3056.01,-11.29
983,2025-12-07 17:15:00,2025-12-07 22:00:00,LONG,3056.01,3070.45,14.43
984,2025-12-07 22:00:00,2025-12-08 00:30:00,SHORT,3070.45,3070.48,-0.03
985,2025-12-08 00:30:00,2025-12-08 14:45:00,LONG,3070.48,3150.81,80.33
986,2025-12-08 14:45:00,2025-12-08 20:45:00,SHORT,3150.81,3138.17,12.63
987,2025-12-08 20:45:00,2025-12-08 23:15:00,LONG,3138.17,3118.5,-19.67
988,2025-12-08 23:15:00,2025-12-09 00:15:00,SHORT,3118.5,3138.12,-19.62
989,2025-12-09 00:15:00,2025-12-09 00:30:00,LONG,3138.12,3127.77,-10.36
990,2025-12-09 00:30:00,2025-12-09 03:30:00,SHORT,3127.77,3110.29,17.47
991,2025-12-09 03:30:00,2025-12-09 04:30:00,LONG,3110.29,3117.44,7.15
992,2025-12-09 04:30:00,2025-12-09 07:15:00,SHORT,3117.44,3119.55,-2.11
993,2025-12-09 07:15:00,2025-12-09 09:30:00,LONG,3119.55,3110.8,-8.76
994,2025-12-09 09:30:00,2025-12-09 11:45:00,SHORT,3110.8,3116.21,-5.42
995,2025-12-09 11:45:00,2025-12-09 13:30:00,LONG,3116.21,3128.2,11.99
996,2025-12-09 13:30:00,2025-12-09 14:00:00,SHORT,3128.2,3127.03,1.17
997,2025-12-09 14:00:00,2025-12-09 14:15:00,LONG,3127.03,3106.01,-21.02
998,2025-12-09 14:15:00,2025-12-09 15:00:00,SHORT,3106.01,3128.34,-22.34
999,2025-12-09 15:00:00,2025-12-10 06:00:00,LONG,3128.34,3315.63,187.29
1000,2025-12-10 06:00:00,2025-12-10 06:45:00,SHORT,3315.63,3327.77,-12.14
1001,2025-12-10 06:45:00,2025-12-10 07:00:00,LONG,3327.77,3320.89,-6.88
1002,2025-12-10 07:00:00,2025-12-10 07:45:00,SHORT,3320.89,3326.47,-5.58
1003,2025-12-10 07:45:00,2025-12-10 11:30:00,LONG,3326.47,3307.09,-19.38
1004,2025-12-10 11:30:00,2025-12-10 13:15:00,SHORT,3307.09,3331.39,-24.3
1005,2025-12-10 13:15:00,2025-12-10 14:45:00,LONG,3331.39,3309.86,-21.52
1006,2025-12-10 14:45:00,2025-12-10 15:00:00,SHORT,3309.86,3331.33,-21.47
1007,2025-12-10 15:00:00,2025-12-11 00:15:00,LONG,3331.33,3314.24,-17.09
1008,2025-12-11 00:15:00,2025-12-11 17:15:00,SHORT,3314.24,3196.76,117.48
1009,2025-12-11 17:15:00,2025-12-12 00:45:00,LONG,3196.76,3221.7,24.94
1010,2025-12-12 00:45:00,2025-12-12 01:00:00,SHORT,3221.7,3203.19,18.51
1011,2025-12-12 01:00:00,2025-12-12 08:15:00,LONG,3203.19,3243.2,40.01
1012,2025-12-12 08:15:00,2025-12-12 08:45:00,SHORT,3243.2,3246.15,-2.95
1013,2025-12-12 08:45:00,2025-12-12 09:15:00,LONG,3246.15,3238.95,-7.19
1014,2025-12-12 09:15:00,2025-12-12 09:45:00,SHORT,3238.95,3249.71,-10.75
1015,2025-12-12 09:45:00,2025-12-12 11:15:00,LONG,3249.71,3234.19,-15.52
1016,2025-12-12 11:15:00,2025-12-12 12:45:00,SHORT,3234.19,3241.28,-7.09
1017,2025-12-12 12:45:00,2025-12-12 13:15:00,LONG,3241.28,3240.58,-0.7
1018,2025-12-12 13:15:00,2025-12-13 03:15:00,SHORT,3240.58,3092.28,148.3
1019,2025-12-13 03:15:00,2025-12-13 13:15:00,LONG,3092.28,3104.9,12.63
1020,2025-12-13 13:15:00,2025-12-13 13:30:00,SHORT,3104.9,3106.14,-1.24
1021,2025-12-13 13:30:00,2025-12-13 14:15:00,LONG,3106.14,3107.87,1.73
1022,2025-12-13 14:15:00,2025-12-13 14:30:00,SHORT,3107.87,3106.88,0.99
1023,2025-12-13 14:30:00,2025-12-13 16:15:00,LONG,3106.88,3102.53,-4.35
1024,2025-12-13 16:15:00,2025-12-13 18:00:00,SHORT,3102.53,3105.7,-3.17
1025,2025-12-13 18:00:00,2025-12-13 18:45:00,LONG,3105.7,3102.34,-3.35
1026,2025-12-13 18:45:00,2025-12-13 19:30:00,SHORT,3102.34,3107.88,-5.54
1027,2025-12-13 19:30:00,2025-12-13 20:45:00,LONG,3107.88,3103.59,-4.3
1028,2025-12-13 20:45:00,2025-12-13 21:45:00,SHORT,3103.59,3113.34,-9.75
1029,2025-12-13 21:45:00,2025-12-13 22:00:00,LONG,3113.34,3102.82,-10.51
1030,2025-12-13 22:00:00,2025-12-14 00:30:00,SHORT,3102.82,3115.33,-12.5
1031,2025-12-14 00:30:00,2025-12-14 04:30:00,LONG,3115.33,3117.0,1.67
1032,2025-12-14 04:30:00,2025-12-14 05:30:00,SHORT,3117.0,3111.43,5.57
1033,2025-12-14 05:30:00,2025-12-14 06:15:00,LONG,3111.43,3107.81,-3.62
1034,2025-12-14 06:15:00,2025-12-14 07:45:00,SHORT,3107.81,3113.75,-5.94
1035,2025-12-14 07:45:00,2025-12-14 08:45:00,LONG,3113.75,3113.27,-0.48
1036,2025-12-14 08:45:00,2025-12-14 18:45:00,SHORT,3113.27,3103.42,9.85
1037,2025-12-14 18:45:00,2025-12-14 19:00:00,LONG,3103.42,3091.92,-11.5
1038,2025-12-14 19:00:00,2025-12-15 01:30:00,SHORT,3091.92,3089.53,2.38
1039,2025-12-15 01:30:00,2025-12-15 14:15:00,LONG,3089.53,3129.09,39.56
1040,2025-12-15 14:15:00,2025-12-16 06:15:00,SHORT,3129.09,2942.58,186.52
1041,2025-12-16 06:15:00,2025-12-16 07:00:00,LONG,2942.58,2937.78,-4.8
1042,2025-12-16 07:00:00,2025-12-16 10:30:00,SHORT,2937.78,2935.26,2.52
1043,2025-12-16 10:30:00,2025-12-16 13:45:00,LONG,2935.26,2915.28,-19.98
1044,2025-12-16 13:45:00,2025-12-16 15:45:00,SHORT,2915.28,2959.69,-44.42
1045,2025-12-16 15:45:00,2025-12-16 16:30:00,LONG,2959.69,2931.15,-28.54
1046,2025-12-16 16:30:00,2025-12-16 18:30:00,SHORT,2931.15,2943.2,-12.05
1047,2025-12-16 18:30:00,2025-12-16 19:00:00,LONG,2943.2,2939.11,-4.09
1048,2025-12-16 19:00:00,2025-12-16 19:30:00,SHORT,2939.11,2944.66,-5.55
1049,2025-12-16 19:30:00,2025-12-17 02:00:00,LONG,2944.66,2945.6,0.94
1050,2025-12-17 02:00:00,2025-12-17 07:30:00,SHORT,2945.6,2944.08,1.53
1051,2025-12-17 07:30:00,2025-12-17 08:00:00,LONG,2944.08,2941.63,-2.45
1052,2025-12-17 08:00:00,2025-12-17 13:45:00,SHORT,2941.63,2941.81,-0.18
1053,2025-12-17 13:45:00,2025-12-17 14:30:00,LONG,2941.81,2933.11,-8.7
1054,2025-12-17 14:30:00,2025-12-17 14:45:00,SHORT,2933.11,2939.11,-6.0
1055,2025-12-17 14:45:00,2025-12-17 15:45:00,LONG,2939.11,2909.69,-29.41
1056,2025-12-17 15:45:00,2025-12-18 04:15:00,SHORT,2909.69,2839.87,69.83
1057,2025-12-18 04:15:00,2025-12-18 05:00:00,LONG,2839.87,2833.83,-6.04
1058,2025-12-18 05:00:00,2025-12-18 05:30:00,SHORT,2833.83,2831.75,2.08
1059,2025-12-18 05:30:00,2025-12-18 05:45:00,LONG,2831.75,2826.33,-5.42
1060,2025-12-18 05:45:00,2025-12-18 06:00:00,SHORT,2826.33,2831.1,-4.77
1061,2025-12-18 06:00:00,2025-12-18 17:00:00,LONG,2831.1,2929.52,98.42
1062,2025-12-18 17:00:00,2025-12-19 03:00:00,SHORT,2929.52,2844.99,84.53
1063,2025-12-19 03:00:00,2025-12-19 17:45:00,LONG,2844.99,2944.44,99.45
1064,2025-12-19 17:45:00,2025-12-19 18:15:00,SHORT,2944.44,2968.27,-23.83
1065,2025-12-19 18:15:00,2025-12-20 07:00:00,LONG,2968.27,2977.9,9.63
1066,2025-12-20 07:00:00,2025-12-20 08:00:00,SHORT,2977.9,2985.48,-7.57
1067,2025-12-20 08:00:00,2025-12-20 10:15:00,LONG,2985.48,2980.87,-4.6
1068,2025-12-20 10:15:00,2025-12-20 11:15:00,SHORT,2980.87,2980.45,0.42
1069,2025-12-20 11:15:00,2025-12-20 13:15:00,LONG,2980.45,2973.36,-7.08
1070,2025-12-20 13:15:00,2025-12-20 20:30:00,SHORT,2973.36,2982.05,-8.68
1071,2025-12-20 20:30:00,2025-12-20 21:45:00,LONG,2982.05,2980.05,-2.0
1072,2025-12-20 21:45:00,2025-12-21 00:15:00,SHORT,2980.05,2979.99,0.06
1073,2025-12-21 00:15:00,2025-12-21 00:30:00,LONG,2979.99,2977.72,-2.27
1074,2025-12-21 00:30:00,2025-12-21 07:15:00,SHORT,2977.72,2977.96,-0.24
1075,2025-12-21 07:15:00,2025-12-21 13:00:00,LONG,2977.96,2984.46,6.5
1076,2025-12-21 13:00:00,2025-12-21 16:45:00,SHORT,2984.46,2983.39,1.07
1077,2025-12-21 16:45:00,2025-12-21 17:15:00,LONG,2983.39,2977.8,-5.59
1078,2025-12-21 17:15:00,2025-12-21 17:30:00,SHORT,2977.8,2986.5,-8.7
1079,2025-12-21 17:30:00,2025-12-21 18:00:00,LONG,2986.5,2977.62,-8.88
1080,2025-12-21 18:00:00,2025-12-21 18:30:00,SHORT,2977.62,2985.47,-7.84
1081,2025-12-21 18:30:00,2025-12-21 21:30:00,LONG,2985.47,2982.29,-3.18
1082,2025-12-21 21:30:00,2025-12-21 22:00:00,SHORT,2982.29,2978.98,3.31
1083,2025-12-21 22:00:00,2025-12-22 15:00:00,LONG,2978.98,3047.76,68.78
1084,2025-12-22 15:00:00,2025-12-23 00:30:00,SHORT,3047.76,3026.25,21.51
1085,2025-12-23 00:30:00,2025-12-23 02:30:00,LONG,3026.25,3005.25,-21.0
1086,2025-12-23 02:30:00,2025-12-23 20:15:00,SHORT,3005.25,2958.15,47.1
1087,2025-12-23 20:15:00,2025-12-24 02:00:00,LONG,2958.15,2958.09,-0.06
1088,2025-12-24 02:00:00,2025-12-24 04:00:00,SHORT,2958.09,2954.01,4.08
1089,2025-12-24 04:00:00,2025-12-24 04:15:00,LONG,2954.01,2945.48,-8.53
1090,2025-12-24 04:15:00,2025-12-24 14:00:00,SHORT,2945.48,2936.16,9.32
1091,2025-12-24 14:00:00,2025-12-24 14:15:00,LONG,2936.16,2929.58,-6.57
1092,2025-12-24 14:15:00,2025-12-24 16:30:00,SHORT,2929.58,2932.18,-2.6
1093,2025-12-24 16:30:00,2025-12-25 05:00:00,LONG,2932.18,2942.15,9.97
1094,2025-12-25 05:00:00,2025-12-25 15:15:00,SHORT,2942.15,2942.02,0.14
1095,2025-12-25 15:15:00,2025-12-25 22:00:00,LONG,2942.02,2944.23,2.21
1096,2025-12-25 22:00:00,2025-12-26 02:00:00,SHORT,2944.23,2923.72,20.51
1097,2025-12-26 02:00:00,2025-12-26 14:30:00,LONG,2923.72,2973.42,49.7
1098,2025-12-26 14:30:00,2025-12-27 03:15:00,SHORT,2973.42,2928.73,44.69
1099,2025-12-27 03:15:00,2025-12-27 10:30:00,LONG,2928.73,2927.39,-1.33
1100,2025-12-27 10:30:00,2025-12-27 13:30:00,SHORT,2927.39,2929.6,-2.2
1101,2025-12-27 13:30:00,2025-12-27 15:00:00,LONG,2929.6,2927.85,-1.75
1102,2025-12-27 15:00:00,2025-12-27 19:45:00,SHORT,2927.85,2929.74,-1.89
1103,2025-12-27 19:45:00,2025-12-28 05:15:00,LONG,2929.74,2934.9,5.16
1104,2025-12-28 05:15:00,2025-12-28 06:00:00,SHORT,2934.9,2939.13,-4.24
1105,2025-12-28 06:00:00,2025-12-28 07:15:00,LONG,2939.13,2939.01,-0.13
1106,2025-12-28 07:15:00,2025-12-28 08:00:00,SHORT,2939.01,2941.32,-2.32
1107,2025-12-28 08:00:00,2025-12-28 09:30:00,LONG,2941.32,2939.42,-1.9
1108,2025-12-28 09:30:00,2025-12-28 10:00:00,SHORT,2939.42,2941.92,-2.49
1109,2025-12-28 10:00:00,2025-12-28 11:30:00,LONG,2941.92,2942.94,1.02
1110,2025-12-28 11:30:00,2025-12-28 11:45:00,SHORT,2942.94,2944.3,-1.36
1111,2025-12-28 11:45:00,2025-12-28 12:00:00,LONG,2944.3,2941.11,-3.19
1112,2025-12-28 12:00:00,2025-12-28 13:15:00,SHORT,2941.11,2944.06,-2.95
1113,2025-12-28 13:15:00,2025-12-28 18:00:00,LONG,2944.06,2943.28,-0.78
1114,2025-12-28 18:00:00,2025-12-28 22:45:00,SHORT,2943.28,2947.77,-4.5
1115,2025-12-28 22:45:00,2025-12-28 23:00:00,LONG,2947.77,2945.43,-2.34
1116,2025-12-28 23:00:00,2025-12-29 00:15:00,SHORT,2945.43,2954.47,-9.04
1117,2025-12-29 00:15:00,2025-12-29 09:30:00,LONG,2954.47,3002.35,47.88
1118,2025-12-29 09:30:00,2025-12-29 22:30:00,SHORT,3002.35,2941.91,60.44
1119,2025-12-29 22:30:00,2025-12-29 23:15:00,LONG,2941.91,2936.09,-5.82
1120,2025-12-29 23:15:00,2025-12-30 01:45:00,SHORT,2936.09,2938.64,-2.55
1121,2025-12-30 01:45:00,2025-12-30 02:00:00,LONG,2938.64,2932.1,-6.54
1122,2025-12-30 02:00:00,2025-12-30 03:15:00,SHORT,2932.1,2929.67,2.44
1123,2025-12-30 03:15:00,2025-12-30 18:45:00,LONG,2929.67,2967.8,38.13
1124,2025-12-30 18:45:00,2025-12-31 01:15:00,SHORT,2967.8,2974.22,-6.42
1125,2025-12-31 01:15:00,2025-12-31 03:30:00,LONG,2974.22,2970.5,-3.72
1126,2025-12-31 03:30:00,2025-12-31 05:00:00,SHORT,2970.5,2972.56,-2.06
1127,2025-12-31 05:00:00,2025-12-31 08:30:00,LONG,2972.56,2974.0,1.44
1128,2025-12-31 08:30:00,2025-12-31 09:00:00,SHORT,2974.0,2973.45,0.55
1129,2025-12-31 09:00:00,2025-12-31 15:00:00,LONG,2973.45,2980.95,7.5
1130,2025-12-31 15:00:00,2025-12-31 16:15:00,SHORT,2980.95,2996.16,-15.21
1131,2025-12-31 16:15:00,2025-12-31 16:30:00,LONG,2996.16,2978.14,-18.02
1132,2025-12-31 16:30:00,2026-01-01 01:00:00,SHORT,2978.14,2983.3,-5.16
1133,2026-01-01 01:00:00,2026-01-01 04:00:00,LONG,2983.3,2977.83,-5.47
1134,2026-01-01 04:00:00,2026-01-01 05:00:00,SHORT,2977.83,2978.74,-0.91
1135,2026-01-01 05:00:00,2026-01-01 06:45:00,LONG,2978.74,2975.96,-2.78
1136,2026-01-01 06:45:00,2026-01-01 07:30:00,SHORT,2975.96,2979.69,-3.73
1137,2026-01-01 07:30:00,2026-01-01 07:45:00,LONG,2979.69,2978.16,-1.54
1138,2026-01-01 07:45:00,2026-01-01 08:00:00,SHORT,2978.16,2980.9,-2.74
1139,2026-01-01 08:00:00,2026-01-01 14:00:00,LONG,2980.9,2980.04,-0.86
1140,2026-01-01 14:00:00,2026-01-01 14:45:00,SHORT,2980.04,2984.51,-4.47
1141,2026-01-01 14:45:00,2026-01-03 04:00:00,LONG,2984.51,3121.85,137.34
1142,2026-01-03 04:00:00,2026-01-03 14:15:00,SHORT,3121.85,3110.34,11.51
1143,2026-01-03 14:15:00,2026-01-03 15:00:00,LONG,3110.34,3101.39,-8.95
1144,2026-01-03 15:00:00,2026-01-03 16:30:00,SHORT,3101.39,3107.61,-6.23
1145,2026-01-03 16:30:00,2026-01-04 08:00:00,LONG,3107.61,3135.95,28.34
1146,2026-01-04 08:00:00,2026-01-04 09:30:00,SHORT,3135.95,3141.22,-5.27
1147,2026-01-04 09:30:00,2026-01-04 11:00:00,LONG,3141.22,3143.3,2.08
1148,2026-01-04 11:00:00,2026-01-04 12:15:00,SHORT,3143.3,3141.92,1.39
1149,2026-01-04 12:15:00,2026-01-04 12:30:00,LONG,3141.92,3140.54,-1.38
1150,2026-01-04 12:30:00,2026-01-04 20:00:00,SHORT,3140.54,3138.73,1.81
1151,2026-01-04 20:00:00,2026-01-05 05:45:00,LONG,3138.73,3150.32,11.6
1152,2026-01-05 05:45:00,2026-01-05 08:00:00,SHORT,3150.32,3161.4,-11.07
1153,2026-01-05 08:00:00,2026-01-05 08:30:00,LONG,3161.4,3162.1,0.71
1154,2026-01-05 08:30:00,2026-01-05 08:45:00,SHORT,3162.1,3166.31,-4.21
1155,2026-01-05 08:45:00,2026-01-05 09:00:00,LONG,3166.31,3157.99,-8.32
1156,2026-01-05 09:00:00,2026-01-05 09:30:00,SHORT,3157.99,3169.31,-11.32
1157,2026-01-05 09:30:00,2026-01-05 12:30:00,LONG,3169.31,3167.51,-1.81
1158,2026-01-05 12:30:00,2026-01-05 14:30:00,SHORT,3167.51,3162.98,4.52
1159,2026-01-05 14:30:00,2026-01-05 14:45:00,LONG,3162.98,3157.5,-5.49
1160,2026-01-05 14:45:00,2026-01-05 15:30:00,SHORT,3157.5,3181.33,-23.83
1161,2026-01-05 15:30:00,2026-01-05 17:15:00,LONG,3181.33,3172.83,-8.5
1162,2026-01-05 17:15:00,2026-01-05 17:30:00,SHORT,3172.83,3177.56,-4.73
1163,2026-01-05 17:30:00,2026-01-06 05:30:00,LONG,3177.56,3219.0,41.44
1164,2026-01-06 05:30:00,2026-01-06 06:30:00,SHORT,3219.0,3230.01,-11.01
1165,2026-01-06 06:30:00,2026-01-06 07:15:00,LONG,3230.01,3224.63,-5.38
1166,2026-01-06 07:15:00,2026-01-06 10:00:00,SHORT,3224.63,3228.82,-4.2
1167,2026-01-06 10:00:00,2026-01-06 17:45:00,LONG,3228.82,3228.2,-0.63
1168,2026-01-06 17:45:00,2026-01-06 20:30:00,SHORT,3228.2,3247.71,-19.52
1169,2026-01-06 20:30:00,2026-01-07 01:15:00,LONG,3247.71,3257.59,9.87
1170,2026-01-07 01:15:00,2026-01-07 02:30:00,SHORT,3257.59,3260.18,-2.59
1171,2026-01-07 02:30:00,2026-01-07 05:00:00,LONG,3260.18,3250.37,-9.82
1172,2026-01-07 05:00:00,2026-01-08 00:30:00,SHORT,3250.37,3167.3,83.07
1173,2026-01-08 00:30:00,2026-01-08 02:30:00,LONG,3167.3,3160.59,-6.7
1174,2026-01-08 02:30:00,2026-01-08 04:15:00,SHORT,3160.59,3153.36,7.24
1175,2026-01-08 04:15:00,2026-01-08 05:30:00,LONG,3153.36,3148.1,-5.26
1176,2026-01-08 05:30:00,2026-01-08 16:45:00,SHORT,3148.1,3122.95,25.15
1177,2026-01-08 16:45:00,2026-01-08 17:15:00,LONG,3122.95,3113.49,-9.45
1178,2026-01-08 17:15:00,2026-01-08 17:45:00,SHORT,3113.49,3133.54,-20.05
1179,2026-01-08 17:45:00,2026-01-08 20:00:00,LONG,3133.54,3102.01,-31.53
