Trade number,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,Net PnL USDT,Net PnL %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,Cumulative PnL USDT,Cumulative PnL %
3983,空头出场,2026-05-13 14:00,VltClsLE,2301,1,2298.63,-2.37,-0.10,3,0.13,-2.37,-0.10,3240.24,0.32
3983,空头进场,2026-05-13 13:30,VltClsSE,2298.63,1,2298.63,-2.37,-0.10,3,0.13,-2.37,-0.10,3240.24,0.32
3984,多头出场,2026-05-13 14:45,VltClsSE,2301.54,1,2301,0.54,0.02,4.13,0.18,0,0.00,3240.78,0.32
3984,多头进场,2026-05-13 14:00,VltClsLE,2301,1,2301,0.54,0.02,4.13,0.18,0,0.00,3240.78,0.32
3985,空头出场,2026-05-13 16:15,VltClsLE,2304.54,1,2301.54,-3,-0.13,4.59,0.20,-3,-0.13,3237.78,0.32
3985,空头进场,2026-05-13 14:45,VltClsSE,2301.54,1,2301.54,-3,-0.13,4.59,0.20,-3,-0.13,3237.78,0.32
3986,多头出场,2026-05-13 18:00,VltClsSE,2317.25,1,2304.54,12.71,0.55,18.82,0.82,-3.81,-0.17,3250.49,0.33
3986,多头进场,2026-05-13 16:15,VltClsLE,2304.54,1,2304.54,12.71,0.55,18.82,0.82,-3.81,-0.17,3250.49,0.33
3987,空头出场,2026-05-13 19:30,VltClsLE,2306.21,1,2317.25,11.04,0.48,18.25,0.79,0,0.00,3261.53,0.33
3987,空头进场,2026-05-13 18:00,VltClsSE,2317.25,1,2317.25,11.04,0.48,18.25,0.79,0,0.00,3261.53,0.33
3988,多头出场,2026-05-13 19:45,VltClsSE,2301.88,1,2306.21,-4.33,-0.19,1.59,0.07,-4.33,-0.19,3257.2,0.33
3988,多头进场,2026-05-13 19:30,VltClsLE,2306.21,1,2306.21,-4.33,-0.19,1.59,0.07,-4.33,-0.19,3257.2,0.33
3989,空头出场,2026-05-13 20:00,VltClsLE,2306.94,1,2301.88,-5.06,-0.22,1.88,0.08,-5.06,-0.22,3252.14,0.33
3989,空头进场,2026-05-13 19:45,VltClsSE,2301.88,1,2301.88,-5.06,-0.22,1.88,0.08,-5.06,-0.22,3252.14,0.33
3990,多头出场,2026-05-13 20:15,VltClsSE,2300,1,2306.94,-6.94,-0.30,0.6,0.03,-6.94,-0.30,3245.2,0.32
3990,多头进场,2026-05-13 20:00,VltClsLE,2306.94,1,2306.94,-6.94,-0.30,0.6,0.03,-6.94,-0.30,3245.2,0.32
3991,空头出场,2026-05-14 00:00,VltClsLE,2244.53,1,2300,55.47,2.41,65.87,2.86,0,0.00,3300.67,0.33
3991,空头进场,2026-05-13 20:15,VltClsSE,2300,1,2300,55.47,2.41,65.87,2.86,0,0.00,3300.67,0.33
3992,多头出场,2026-05-14 03:00,VltClsSE,2255.62,1,2244.53,11.09,0.49,23.96,1.07,-1.79,-0.08,3311.76,0.33
3992,多头进场,2026-05-14 00:00,VltClsLE,2244.53,1,2244.53,11.09,0.49,23.96,1.07,-1.79,-0.08,3311.76,0.33
3993,空头出场,2026-05-14 03:30,VltClsLE,2258.55,1,2255.62,-2.93,-0.13,5.06,0.22,-2.93,-0.13,3308.83,0.33
3993,空头进场,2026-05-14 03:00,VltClsSE,2255.62,1,2255.62,-2.93,-0.13,5.06,0.22,-2.93,-0.13,3308.83,0.33
3994,多头出场,2026-05-14 05:00,VltClsSE,2261.07,1,2258.55,2.52,0.11,5.91,0.26,-4.14,-0.18,3311.35,0.33
3994,多头进场,2026-05-14 03:30,VltClsLE,2258.55,1,2258.55,2.52,0.11,5.91,0.26,-4.14,-0.18,3311.35,0.33
3995,空头出场,2026-05-14 06:30,VltClsLE,2257.02,1,2261.07,4.05,0.18,10.07,0.45,0,0.00,3315.4,0.33
3995,空头进场,2026-05-14 05:00,VltClsSE,2261.07,1,2261.07,4.05,0.18,10.07,0.45,0,0.00,3315.4,0.33
3996,多头出场,2026-05-14 07:15,VltClsSE,2256.93,1,2257.02,-0.09,0.00,4.77,0.21,-0.09,0.00,3315.31,0.33
3996,多头进场,2026-05-14 06:30,VltClsLE,2257.02,1,2257.02,-0.09,0.00,4.77,0.21,-0.09,0.00,3315.31,0.33
3997,空头出场,2026-05-14 08:00,VltClsLE,2261.6,1,2256.93,-4.67,-0.21,2.1,0.09,-4.67,-0.21,3310.64,0.33
3997,空头进场,2026-05-14 07:15,VltClsSE,2256.93,1,2256.93,-4.67,-0.21,2.1,0.09,-4.67,-0.21,3310.64,0.33
3998,多头出场,2026-05-14 09:15,VltClsSE,2261.84,1,2261.6,0.24,0.01,7.77,0.34,0,0.00,3310.88,0.33
3998,多头进场,2026-05-14 08:00,VltClsLE,2261.6,1,2261.6,0.24,0.01,7.77,0.34,0,0.00,3310.88,0.33
3999,空头出场,2026-05-14 09:45,VltClsLE,2266.31,1,2261.84,-4.47,-0.20,1.94,0.09,-4.47,-0.20,3306.41,0.33
3999,空头进场,2026-05-14 09:15,VltClsSE,2261.84,1,2261.84,-4.47,-0.20,1.94,0.09,-4.47,-0.20,3306.41,0.33
4000,多头出场,2026-05-14 10:30,VltClsSE,2260.11,1,2266.31,-6.2,-0.27,0.86,0.04,-6.2,-0.27,3300.21,0.33
4000,多头进场,2026-05-14 09:45,VltClsLE,2266.31,1,2266.31,-6.2,-0.27,0.86,0.04,-6.2,-0.27,3300.21,0.33
4001,空头出场,2026-05-14 13:15,VltClsLE,2260.86,1,2260.11,-0.75,-0.03,21.47,0.95,-1,-0.04,3299.46,0.33
4001,空头进场,2026-05-14 10:30,VltClsSE,2260.11,1,2260.11,-0.75,-0.03,21.47,0.95,-1,-0.04,3299.46,0.33
4002,多头出场,2026-05-14 15:45,VltClsSE,2266.44,1,2260.86,5.58,0.25,14.34,0.63,0,0.00,3305.04,0.33
4002,多头进场,2026-05-14 13:15,VltClsLE,2260.86,1,2260.86,5.58,0.25,14.34,0.63,0,0.00,3305.04,0.33
4003,空头出场,2026-05-14 16:00,VltClsLE,2268.67,1,2266.44,-2.23,-0.10,4.39,0.19,-2.23,-0.10,3302.81,0.33
4003,空头进场,2026-05-14 15:45,VltClsSE,2266.44,1,2266.44,-2.23,-0.10,4.39,0.19,-2.23,-0.10,3302.81,0.33
4004,多头出场,2026-05-14 17:15,VltClsSE,2261.01,1,2268.67,-7.66,-0.34,2.32,0.10,-7.66,-0.34,3295.15,0.33
4004,多头进场,2026-05-14 16:00,VltClsLE,2268.67,1,2268.67,-7.66,-0.34,2.32,0.10,-7.66,-0.34,3295.15,0.33
4005,空头出场,2026-05-14 18:00,VltClsLE,2261.49,1,2261.01,-0.48,-0.02,8.25,0.36,-0.48,-0.02,3294.67,0.33
4005,空头进场,2026-05-14 17:15,VltClsSE,2261.01,1,2261.01,-0.48,-0.02,8.25,0.36,-0.48,-0.02,3294.67,0.33
4006,多头出场,2026-05-14 18:30,VltClsSE,2259.4,1,2261.49,-2.09,-0.09,4.02,0.18,-2.09,-0.09,3292.58,0.33
4006,多头进场,2026-05-14 18:00,VltClsLE,2261.49,1,2261.49,-2.09,-0.09,4.02,0.18,-2.09,-0.09,3292.58,0.33
4007,空头出场,2026-05-14 18:45,VltClsLE,2262.42,1,2259.4,-3.02,-0.13,3.56,0.16,-3.02,-0.13,3289.56,0.33
4007,空头进场,2026-05-14 18:30,VltClsSE,2259.4,1,2259.4,-3.02,-0.13,3.56,0.16,-3.02,-0.13,3289.56,0.33
4008,多头出场,2026-05-14 20:15,VltClsSE,2248.91,1,2262.42,-13.51,-0.60,1.58,0.07,-13.51,-0.60,3276.05,0.33
4008,多头进场,2026-05-14 18:45,VltClsLE,2262.42,1,2262.42,-13.51,-0.60,1.58,0.07,-13.51,-0.60,3276.05,0.33
4009,空头出场,2026-05-14 20:30,VltClsLE,2258.38,1,2248.91,-9.47,-0.42,0.91,0.04,-9.47,-0.42,3266.58,0.33
4009,空头进场,2026-05-14 20:15,VltClsSE,2248.91,1,2248.91,-9.47,-0.42,0.91,0.04,-9.47,-0.42,3266.58,0.33
4010,多头出场,2026-05-14 21:15,VltClsSE,2258.53,1,2258.38,0.15,0.01,6.94,0.31,0,0.00,3266.73,0.33
4010,多头进场,2026-05-14 20:30,VltClsLE,2258.38,1,2258.38,0.15,0.01,6.94,0.31,0,0.00,3266.73,0.33
4011,空头出场,2026-05-14 21:45,VltClsLE,2261.56,1,2258.53,-3.03,-0.13,9.13,0.40,-3.07,-0.14,3263.7,0.33
4011,空头进场,2026-05-14 21:15,VltClsSE,2258.53,1,2258.53,-3.03,-0.13,9.13,0.40,-3.07,-0.14,3263.7,0.33
4012,多头出场,2026-05-15 00:45,VltClsSE,2302.4,1,2261.56,40.84,1.81,57.1,2.52,-15.43,-0.68,3304.54,0.33
4012,多头进场,2026-05-14 21:45,VltClsLE,2261.56,1,2261.56,40.84,1.81,57.1,2.52,-15.43,-0.68,3304.54,0.33
4013,空头出场,2026-05-15 01:30,VltClsLE,2308.49,1,2302.4,-6.09,-0.26,8.44,0.37,-16.93,-0.74,3298.45,0.33
4013,空头进场,2026-05-15 00:45,VltClsSE,2302.4,1,2302.4,-6.09,-0.26,8.44,0.37,-16.93,-0.74,3298.45,0.33
4014,多头出场,2026-05-15 03:15,VltClsSE,2300.14,1,2308.49,-8.35,-0.36,8.29,0.36,-8.35,-0.36,3290.1,0.33
4014,多头进场,2026-05-15 01:30,VltClsLE,2308.49,1,2308.49,-8.35,-0.36,8.29,0.36,-8.35,-0.36,3290.1,0.33
4015,空头出场,2026-05-15 03:30,VltClsLE,2302.86,1,2300.14,-2.72,-0.12,2.64,0.11,-2.72,-0.12,3287.38,0.33
4015,空头进场,2026-05-15 03:15,VltClsSE,2300.14,1,2300.14,-2.72,-0.12,2.64,0.11,-2.72,-0.12,3287.38,0.33
4016,多头出场,2026-05-15 04:00,VltClsSE,2293.86,1,2302.86,-9,-0.39,0.19,0.01,-9,-0.39,3278.38,0.33
4016,多头进场,2026-05-15 03:30,VltClsLE,2302.86,1,2302.86,-9,-0.39,0.19,0.01,-9,-0.39,3278.38,0.33
4017,空头出场,2026-05-15 04:45,VltClsLE,2297.59,1,2293.86,-3.73,-0.16,5.16,0.22,-3.73,-0.16,3274.65,0.33
4017,空头进场,2026-05-15 04:00,VltClsSE,2293.86,1,2293.86,-3.73,-0.16,5.16,0.22,-3.73,-0.16,3274.65,0.33
4018,多头出场,2026-05-15 05:00,VltClsSE,2293.64,1,2297.59,-3.95,-0.17,1.57,0.07,-3.95,-0.17,3270.7,0.33
4018,多头进场,2026-05-15 04:45,VltClsLE,2297.59,1,2297.59,-3.95,-0.17,1.57,0.07,-3.95,-0.17,3270.7,0.33
4019,空头出场,2026-05-15 05:30,VltClsLE,2299.84,1,2293.64,-6.2,-0.27,3.64,0.16,-6.2,-0.27,3264.5,0.33
4019,空头进场,2026-05-15 05:00,VltClsSE,2293.64,1,2293.64,-6.2,-0.27,3.64,0.16,-6.2,-0.27,3264.5,0.33
4020,多头出场,2026-05-15 06:15,VltClsSE,2296.17,1,2299.84,-3.67,-0.16,0.43,0.02,-4.64,-0.20,3260.83,0.33
4020,多头进场,2026-05-15 05:30,VltClsLE,2299.84,1,2299.84,-3.67,-0.16,0.43,0.02,-4.64,-0.20,3260.83,0.33
4021,空头出场,2026-05-15 06:30,VltClsLE,2300.18,1,2296.17,-4.01,-0.17,0.6,0.03,-4.01,-0.17,3256.82,0.33
4021,空头进场,2026-05-15 06:15,VltClsSE,2296.17,1,2296.17,-4.01,-0.17,0.6,0.03,-4.01,-0.17,3256.82,0.33
4022,多头出场,2026-05-15 07:00,VltClsSE,2295.04,1,2300.18,-5.14,-0.22,1.49,0.06,-5.14,-0.22,3251.68,0.33
4022,多头进场,2026-05-15 06:30,VltClsLE,2300.18,1,2300.18,-5.14,-0.22,1.49,0.06,-5.14,-0.22,3251.68,0.33
4023,空头出场,2026-05-15 08:00,VltClsLE,2288.47,1,2295.04,6.57,0.29,14.86,0.65,-2.16,-0.09,3258.25,0.33
4023,空头进场,2026-05-15 07:00,VltClsSE,2295.04,1,2295.04,6.57,0.29,14.86,0.65,-2.16,-0.09,3258.25,0.33
4024,多头出场,2026-05-15 08:30,VltClsSE,2287.51,1,2288.47,-0.96,-0.04,11.82,0.52,-0.96,-0.04,3257.29,0.33
4024,多头进场,2026-05-15 08:00,VltClsLE,2288.47,1,2288.47,-0.96,-0.04,11.82,0.52,-0.96,-0.04,3257.29,0.33
4025,空头出场,2026-05-15 10:30,VltClsLE,2271.9,1,2287.51,15.61,0.68,27.06,1.18,-7.23,-0.32,3272.9,0.33
4025,空头进场,2026-05-15 08:30,VltClsSE,2287.51,1,2287.51,15.61,0.68,27.06,1.18,-7.23,-0.32,3272.9,0.33
4026,多头出场,2026-05-15 11:30,VltClsSE,2270.32,1,2271.9,-1.58,-0.07,7.74,0.34,-1.84,-0.08,3271.32,0.33
4026,多头进场,2026-05-15 10:30,VltClsLE,2271.9,1,2271.9,-1.58,-0.07,7.74,0.34,-1.84,-0.08,3271.32,0.33
4027,空头出场,2026-05-15 15:00,VltClsLE,2259.38,1,2270.32,10.94,0.48,32.37,1.43,-3.74,-0.16,3282.26,0.33
4027,空头进场,2026-05-15 11:30,VltClsSE,2270.32,1,2270.32,10.94,0.48,32.37,1.43,-3.74,-0.16,3282.26,0.33
4028,多头出场,2026-05-15 16:00,VltClsSE,2260.48,1,2259.38,1.1,0.05,12.26,0.54,-0.79,-0.03,3283.36,0.33
4028,多头进场,2026-05-15 15:00,VltClsLE,2259.38,1,2259.38,1.1,0.05,12.26,0.54,-0.79,-0.03,3283.36,0.33
4029,空头出场,2026-05-15 18:00,VltClsLE,2258.1,1,2260.48,2.38,0.11,10.48,0.46,-0.05,0.00,3285.74,0.33
4029,空头进场,2026-05-15 16:00,VltClsSE,2260.48,1,2260.48,2.38,0.11,10.48,0.46,-0.05,0.00,3285.74,0.33
4030,多头出场,2026-05-15 18:15,VltClsSE,2254.52,1,2258.1,-3.58,-0.16,0.9,0.04,-3.58,-0.16,3282.16,0.33
4030,多头进场,2026-05-15 18:00,VltClsLE,2258.1,1,2258.1,-3.58,-0.16,0.9,0.04,-3.58,-0.16,3282.16,0.33
4031,空头出场,2026-05-15 18:45,VltClsLE,2260.76,1,2254.52,-6.24,-0.28,1.5,0.07,-6.24,-0.28,3275.92,0.33
4031,空头进场,2026-05-15 18:15,VltClsSE,2254.52,1,2254.52,-6.24,-0.28,1.5,0.07,-6.24,-0.28,3275.92,0.33
4032,多头出场,2026-05-15 19:00,VltClsSE,2258.13,1,2260.76,-2.63,-0.12,3.73,0.16,-2.63,-0.12,3273.29,0.33
4032,多头进场,2026-05-15 18:45,VltClsLE,2260.76,1,2260.76,-2.63,-0.12,3.73,0.16,-2.63,-0.12,3273.29,0.33
4033,空头出场,2026-05-15 20:15,VltClsLE,2255.58,1,2258.13,2.55,0.11,6.99,0.31,-4.24,-0.19,3275.84,0.33
4033,空头进场,2026-05-15 19:00,VltClsSE,2258.13,1,2258.13,2.55,0.11,6.99,0.31,-4.24,-0.19,3275.84,0.33
4034,多头出场,2026-05-15 20:30,VltClsSE,2254.72,1,2255.58,-0.86,-0.04,5.14,0.23,-0.86,-0.04,3274.98,0.33
4034,多头进场,2026-05-15 20:15,VltClsLE,2255.58,1,2255.58,-0.86,-0.04,5.14,0.23,-0.86,-0.04,3274.98,0.33
4035,空头出场,2026-05-15 22:00,VltClsLE,2223.18,1,2254.72,31.54,1.40,49.61,2.20,-0.54,-0.02,3306.52,0.33
4035,空头进场,2026-05-15 20:30,VltClsSE,2254.72,1,2254.72,31.54,1.40,49.61,2.20,-0.54,-0.02,3306.52,0.33
4036,多头出场,2026-05-16 00:45,VltClsSE,2220.54,1,2223.18,-2.64,-0.12,7.93,0.36,-15.57,-0.70,3303.88,0.33
4036,多头进场,2026-05-15 22:00,VltClsLE,2223.18,1,2223.18,-2.64,-0.12,7.93,0.36,-15.57,-0.70,3303.88,0.33
4037,空头出场,2026-05-16 01:00,VltClsLE,2229.32,1,2220.54,-8.78,-0.40,1.64,0.07,-8.78,-0.40,3295.1,0.33
4037,空头进场,2026-05-16 00:45,VltClsSE,2220.54,1,2220.54,-8.78,-0.40,1.64,0.07,-8.78,-0.40,3295.1,0.33
4038,多头出场,2026-05-16 02:15,VltClsSE,2228.31,1,2229.32,-1.01,-0.05,3.56,0.16,-4.35,-0.20,3294.09,0.33
4038,多头进场,2026-05-16 01:00,VltClsLE,2229.32,1,2229.32,-1.01,-0.05,3.56,0.16,-4.35,-0.20,3294.09,0.33
4039,空头出场,2026-05-16 05:00,VltClsLE,2223.94,1,2228.31,4.37,0.20,11.32,0.51,-1.57,-0.07,3298.46,0.33
4039,空头进场,2026-05-16 02:15,VltClsSE,2228.31,1,2228.31,4.37,0.20,11.32,0.51,-1.57,-0.07,3298.46,0.33
4040,多头出场,2026-05-16 05:15,VltClsSE,2220.54,1,2223.94,-3.4,-0.15,1.14,0.05,-3.4,-0.15,3295.06,0.33
4040,多头进场,2026-05-16 05:00,VltClsLE,2223.94,1,2223.94,-3.4,-0.15,1.14,0.05,-3.4,-0.15,3295.06,0.33
4041,空头出场,2026-05-16 06:00,VltClsLE,2220.23,1,2220.54,0.31,0.01,5.54,0.25,-1.17,-0.05,3295.37,0.33
4041,空头进场,2026-05-16 05:15,VltClsSE,2220.54,1,2220.54,0.31,0.01,5.54,0.25,-1.17,-0.05,3295.37,0.33
4042,多头出场,2026-05-16 09:15,VltClsSE,2226.07,1,2220.23,5.84,0.26,11.28,0.51,-0.49,-0.02,3301.21,0.33
4042,多头进场,2026-05-16 06:00,VltClsLE,2220.23,1,2220.23,5.84,0.26,11.28,0.51,-0.49,-0.02,3301.21,0.33
4043,空头出场,2026-05-16 09:45,VltClsLE,2226.75,1,2226.07,-0.68,-0.03,2.54,0.11,-0.68,-0.03,3300.53,0.33
4043,空头进场,2026-05-16 09:15,VltClsSE,2226.07,1,2226.07,-0.68,-0.03,2.54,0.11,-0.68,-0.03,3300.53,0.33
4044,多头出场,2026-05-16 11:30,VltClsSE,2228.84,1,2226.75,2.09,0.09,4.75,0.21,0,0.00,3302.62,0.33
4044,多头进场,2026-05-16 09:45,VltClsLE,2226.75,1,2226.75,2.09,0.09,4.75,0.21,0,0.00,3302.62,0.33
4045,空头出场,2026-05-16 12:45,VltClsLE,2225.86,1,2228.84,2.98,0.13,10.49,0.47,-0.12,-0.01,3305.6,0.33
4045,空头进场,2026-05-16 11:30,VltClsSE,2228.84,1,2228.84,2.98,0.13,10.49,0.47,-0.12,-0.01,3305.6,0.33
4046,多头出场,2026-05-16 13:00,VltClsSE,2223.4,1,2225.86,-2.46,-0.11,0.52,0.02,-2.46,-0.11,3303.14,0.33
4046,多头进场,2026-05-16 12:45,VltClsLE,2225.86,1,2225.86,-2.46,-0.11,0.52,0.02,-2.46,-0.11,3303.14,0.33
4047,空头出场,2026-05-16 17:30,VltClsLE,2177.06,1,2223.4,46.34,2.08,60.8,2.73,-3.73,-0.17,3349.48,0.33
4047,空头进场,2026-05-16 13:00,VltClsSE,2223.4,1,2223.4,46.34,2.08,60.8,2.73,-3.73,-0.17,3349.48,0.33
4048,多头出场,2026-05-16 18:15,VltClsSE,2163,1,2177.06,-14.06,-0.65,0.86,0.04,-14.06,-0.65,3335.42,0.33
4048,多头进场,2026-05-16 17:30,VltClsLE,2177.06,1,2177.06,-14.06,-0.65,0.86,0.04,-14.06,-0.65,3335.42,0.33
4049,空头出场,2026-05-16 21:15,VltClsLE,2175.9,1,2163,-12.9,-0.60,0.45,0.02,-18,-0.83,3322.52,0.33
4049,空头进场,2026-05-16 18:15,VltClsSE,2163,1,2163,-12.9,-0.60,0.45,0.02,-18,-0.83,3322.52,0.33
4050,多头出场,2026-05-16 21:30,VltClsSE,2173.98,1,2175.9,-1.92,-0.09,4.1,0.19,-1.92,-0.09,3320.6,0.33
4050,多头进场,2026-05-16 21:15,VltClsLE,2175.9,1,2175.9,-1.92,-0.09,4.1,0.19,-1.92,-0.09,3320.6,0.33
4051,空头出场,2026-05-16 22:30,VltClsLE,2180.39,1,2173.98,-6.41,-0.29,0.47,0.02,-6.41,-0.29,3314.19,0.33
4051,空头进场,2026-05-16 21:30,VltClsSE,2173.98,1,2173.98,-6.41,-0.29,0.47,0.02,-6.41,-0.29,3314.19,0.33
4052,多头出场,2026-05-16 22:45,VltClsSE,2178.81,1,2180.39,-1.58,-0.07,2.17,0.10,-1.58,-0.07,3312.61,0.33
4052,多头进场,2026-05-16 22:30,VltClsLE,2180.39,1,2180.39,-1.58,-0.07,2.17,0.10,-1.58,-0.07,3312.61,0.33
4053,空头出场,2026-05-16 23:30,VltClsLE,2182.2,1,2178.81,-3.39,-0.16,1.91,0.09,-9.35,-0.43,3309.22,0.33
4053,空头进场,2026-05-16 22:45,VltClsSE,2178.81,1,2178.81,-3.39,-0.16,1.91,0.09,-9.35,-0.43,3309.22,0.33
4054,多头出场,2026-05-17 00:00,VltClsSE,2175.79,1,2182.2,-6.41,-0.29,1.32,0.06,-6.41,-0.29,3302.81,0.33
4054,多头进场,2026-05-16 23:30,VltClsLE,2182.2,1,2182.2,-6.41,-0.29,1.32,0.06,-6.41,-0.29,3302.81,0.33
4055,空头出场,2026-05-17 02:30,VltClsLE,2180.17,1,2175.79,-4.38,-0.20,5.29,0.24,-5.08,-0.23,3298.43,0.33
4055,空头进场,2026-05-17 00:00,VltClsSE,2175.79,1,2175.79,-4.38,-0.20,5.29,0.24,-5.08,-0.23,3298.43,0.33
4056,多头出场,2026-05-17 04:30,VltClsSE,2180.43,1,2180.17,0.26,0.01,5.05,0.23,-0.98,-0.04,3298.69,0.33
4056,多头进场,2026-05-17 02:30,VltClsLE,2180.17,1,2180.17,0.26,0.01,5.05,0.23,-0.98,-0.04,3298.69,0.33
4057,空头出场,2026-05-17 05:00,VltClsLE,2183.17,1,2180.43,-2.74,-0.13,0.46,0.02,-2.74,-0.13,3295.95,0.33
4057,空头进场,2026-05-17 04:30,VltClsSE,2180.43,1,2180.43,-2.74,-0.13,0.46,0.02,-2.74,-0.13,3295.95,0.33
4058,多头出场,2026-05-17 05:15,VltClsSE,2181.11,1,2183.17,-2.06,-0.09,0.37,0.02,-2.06,-0.09,3293.89,0.33
4058,多头进场,2026-05-17 05:00,VltClsLE,2183.17,1,2183.17,-2.06,-0.09,0.37,0.02,-2.06,-0.09,3293.89,0.33
4059,空头出场,2026-05-17 07:15,VltClsLE,2181.74,1,2181.11,-0.63,-0.03,1.76,0.08,-2.33,-0.11,3293.26,0.33
4059,空头进场,2026-05-17 05:15,VltClsSE,2181.11,1,2181.11,-0.63,-0.03,1.76,0.08,-2.33,-0.11,3293.26,0.33
4060,多头出场,2026-05-17 07:45,VltClsSE,2180.8,1,2181.74,-0.94,-0.04,1.29,0.06,-0.94,-0.04,3292.32,0.33
4060,多头进场,2026-05-17 07:15,VltClsLE,2181.74,1,2181.74,-0.94,-0.04,1.29,0.06,-0.94,-0.04,3292.32,0.33
4061,空头出场,2026-05-17 08:00,VltClsLE,2182.19,1,2180.8,-1.39,-0.06,0.69,0.03,-1.39,-0.06,3290.93,0.33
4061,空头进场,2026-05-17 07:45,VltClsSE,2180.8,1,2180.8,-1.39,-0.06,0.69,0.03,-1.39,-0.06,3290.93,0.33
4062,多头出场,2026-05-17 08:30,VltClsSE,2181.63,1,2182.19,-0.56,-0.03,3.41,0.16,-0.56,-0.03,3290.37,0.33
4062,多头进场,2026-05-17 08:00,VltClsLE,2182.19,1,2182.19,-0.56,-0.03,3.41,0.16,-0.56,-0.03,3290.37,0.33
4063,空头出场,2026-05-17 09:00,VltClsLE,2180.84,1,2181.63,0.79,0.04,7.55,0.35,-0.44,-0.02,3291.16,0.33
4063,空头进场,2026-05-17 08:30,VltClsSE,2181.63,1,2181.63,0.79,0.04,7.55,0.35,-0.44,-0.02,3291.16,0.33
4064,多头出场,2026-05-17 09:15,VltClsSE,2177.53,1,2180.84,-3.31,-0.15,2.76,0.13,-3.31,-0.15,3287.85,0.33
4064,多头进场,2026-05-17 09:00,VltClsLE,2180.84,1,2180.84,-3.31,-0.15,2.76,0.13,-3.31,-0.15,3287.85,0.33
4065,空头出场,2026-05-17 10:00,VltClsLE,2175,1,2177.53,2.53,0.12,9.55,0.44,-0.44,-0.02,3290.38,0.33
4065,空头进场,2026-05-17 09:15,VltClsSE,2177.53,1,2177.53,2.53,0.12,9.55,0.44,-0.44,-0.02,3290.38,0.33
4066,多头出场,2026-05-17 14:15,VltClsSE,2184.15,1,2175,9.15,0.42,20,0.92,-3.56,-0.16,3299.53,0.33
4066,多头进场,2026-05-17 10:00,VltClsLE,2175,1,2175,9.15,0.42,20,0.92,-3.56,-0.16,3299.53,0.33
4067,空头出场,2026-05-17 14:45,VltClsLE,2184.98,1,2184.15,-0.83,-0.04,2.45,0.11,-1.34,-0.06,3298.7,0.33
4067,空头进场,2026-05-17 14:15,VltClsSE,2184.15,1,2184.15,-0.83,-0.04,2.45,0.11,-1.34,-0.06,3298.7,0.33
4068,多头出场,2026-05-17 16:15,VltClsSE,2183.58,1,2184.98,-1.4,-0.06,3.51,0.16,-2.45,-0.11,3297.3,0.33
4068,多头进场,2026-05-17 14:45,VltClsLE,2184.98,1,2184.98,-1.4,-0.06,3.51,0.16,-2.45,-0.11,3297.3,0.33
4069,空头出场,2026-05-17 16:30,VltClsLE,2186.61,1,2183.58,-3.03,-0.14,0.46,0.02,-3.03,-0.14,3294.27,0.33
4069,空头进场,2026-05-17 16:15,VltClsSE,2183.58,1,2183.58,-3.03,-0.14,0.46,0.02,-3.03,-0.14,3294.27,0.33
4070,多头出场,2026-05-17 17:30,VltClsSE,2187.66,1,2186.61,1.05,0.05,3.39,0.16,-1.4,-0.06,3295.32,0.33
4070,多头进场,2026-05-17 16:30,VltClsLE,2186.61,1,2186.61,1.05,0.05,3.39,0.16,-1.4,-0.06,3295.32,0.33
4071,空头出场,2026-05-17 17:45,VltClsLE,2189.42,1,2187.66,-1.76,-0.08,0.67,0.03,-1.76,-0.08,3293.56,0.33
4071,空头进场,2026-05-17 17:30,VltClsSE,2187.66,1,2187.66,-1.76,-0.08,0.67,0.03,-1.76,-0.08,3293.56,0.33
4072,多头出场,2026-05-17 19:00,VltClsSE,2191.08,1,2189.42,1.66,0.08,8.72,0.40,0,0.00,3295.22,0.33
4072,多头进场,2026-05-17 17:45,VltClsLE,2189.42,1,2189.42,1.66,0.08,8.72,0.40,0,0.00,3295.22,0.33
4073,空头出场,2026-05-17 19:30,VltClsLE,2191.24,1,2191.08,-0.16,-0.01,3.08,0.14,-0.16,-0.01,3295.06,0.33
4073,空头进场,2026-05-17 19:00,VltClsSE,2191.08,1,2191.08,-0.16,-0.01,3.08,0.14,-0.16,-0.01,3295.06,0.33
4074,多头出场,2026-05-17 20:45,VltClsSE,2194.49,1,2191.24,3.25,0.15,6.8,0.31,-0.15,-0.01,3298.31,0.33
4074,多头进场,2026-05-17 19:30,VltClsLE,2191.24,1,2191.24,3.25,0.15,6.8,0.31,-0.15,-0.01,3298.31,0.33
4075,空头出场,2026-05-18 02:00,VltClsLE,2187.31,1,2194.49,7.18,0.33,17.86,0.81,-0.44,-0.02,3305.49,0.33
4075,空头进场,2026-05-17 20:45,VltClsSE,2194.49,1,2194.49,7.18,0.33,17.86,0.81,-0.44,-0.02,3305.49,0.33
4076,多头出场,2026-05-18 02:15,VltClsSE,2180.17,1,2187.31,-7.14,-0.33,0.46,0.02,-7.14,-0.33,3298.35,0.33
4076,多头进场,2026-05-18 02:00,VltClsLE,2187.31,1,2187.31,-7.14,-0.33,0.46,0.02,-7.14,-0.33,3298.35,0.33
