交易 #,类型,日期和时间,信号,价格 USD,大小（数量）,大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
280,空头进场,2026-02-12 23:00,short,1973.06,1.0136,1999.893616,25.96,1.30,29.15,1.46,-2.87,-0.14,-390.29,-0.04
281,多头出场,2026-02-13 08:30,XL,1927.95,1.0299,1999.921614,-14.33,-0.72,10.47,0.52,-14.33,-0.72,-404.62,-0.04
281,多头进场,2026-02-13 06:30,long,1941.86,1.0299,1999.921614,-14.33,-0.72,10.47,0.52,-14.33,-0.72,-404.62,-0.04
282,多头出场,2026-02-13 13:00,XL,1937.9,1.031,1999.92349,-1.95,-0.10,17.4,0.87,-1.95,-0.10,-406.57,-0.04
282,多头进场,2026-02-13 09:00,long,1939.79,1.031,1999.92349,-1.95,-0.10,17.4,0.87,-1.95,-0.10,-406.57,-0.04
283,多头出场,2026-02-13 19:30,XL,1950.28,1.0283,1999.817274,5.66,0.28,23.15,1.16,-13.49,-0.67,-400.91,-0.04
283,多头进场,2026-02-13 15:00,long,1944.78,1.0283,1999.817274,5.66,0.28,23.15,1.16,-13.49,-0.67,-400.91,-0.04
284,空头出场,2026-02-15 01:00,XS,2084.51,0.9654,1999.903332,-12.48,-0.62,4.62,0.23,-12.48,-0.62,-413.4,-0.04
284,空头进场,2026-02-15 00:00,short,2071.58,0.9654,1999.903332,-12.48,-0.62,4.62,0.23,-12.48,-0.62,-413.4,-0.04
285,空头出场,2026-02-15 09:00,Close entry(s) order short,2062.08,0.9609,1999.805862,18.35,0.92,21.85,1.09,-2.85,-0.14,-395.04,-0.04
285,空头进场,2026-02-15 08:00,short,2081.18,0.9609,1999.805862,18.35,0.92,21.85,1.09,-2.85,-0.14,-395.04,-0.04
286,多头出场,2026-02-15 13:00,Close entry(s) order long,2089.69,0.9636,1999.922892,13.7,0.69,14.95,0.75,-0.99,-0.05,-381.34,-0.04
286,多头进场,2026-02-15 12:30,long,2075.47,0.9636,1999.922892,13.7,0.69,14.95,0.75,-0.99,-0.05,-381.34,-0.04
287,空头出场,2026-02-15 17:00,XS,2076.37,0.9635,1999.99476,-0.59,-0.03,19.2,0.96,-0.93,-0.05,-381.93,-0.04
287,空头进场,2026-02-15 16:00,short,2075.76,0.9635,1999.99476,-0.59,-0.03,19.2,0.96,-0.93,-0.05,-381.93,-0.04
288,多头出场,2026-02-16 13:30,XL,1952.96,1.0141,1999.825482,-19.33,-0.97,1.09,0.05,-19.33,-0.97,-401.26,-0.04
288,多头进场,2026-02-16 12:30,long,1972.02,1.0141,1999.825482,-19.33,-0.97,1.09,0.05,-19.33,-0.97,-401.26,-0.04
289,多头出场,2026-02-16 19:00,XL,1975.69,1.0138,1999.994226,2.96,0.15,19.64,0.98,-8.17,-0.41,-398.3,-0.04
289,多头进场,2026-02-16 15:00,long,1972.77,1.0138,1999.994226,2.96,0.15,19.64,0.98,-8.17,-0.41,-398.3,-0.04
290,多头出场,2026-02-16 20:30,Close entry(s) order long,2005.17,1.0124,1999.986076,30.05,1.50,32.53,1.63,-3.97,-0.20,-368.25,-0.04
290,多头进场,2026-02-16 19:30,long,1975.49,1.0124,1999.986076,30.05,1.50,32.53,1.63,-3.97,-0.20,-368.25,-0.04
291,空头出场,2026-02-16 22:30,XS,1980.19,1.0167,1999.838733,-13.42,-0.67,12.3,0.62,-13.42,-0.67,-381.67,-0.04
291,空头进场,2026-02-16 21:30,short,1966.99,1.0167,1999.838733,-13.42,-0.67,12.3,0.62,-13.42,-0.67,-381.67,-0.04
292,空头出场,2026-02-17 04:30,XS,1987.98,1.0163,1999.925955,-20.46,-1.02,2.5,0.13,-20.46,-1.02,-402.13,-0.04
292,空头进场,2026-02-17 02:30,short,1967.85,1.0163,1999.925955,-20.46,-1.02,2.5,0.13,-20.46,-1.02,-402.13,-0.04
293,空头出场,2026-02-17 14:00,XS,1983.46,1.0076,1999.93486,1.4,0.07,21.19,1.06,-12.03,-0.60,-400.73,-0.04
293,空头进场,2026-02-17 11:30,short,1984.85,1.0076,1999.93486,1.4,0.07,21.19,1.06,-12.03,-0.60,-400.73,-0.04
294,空头出场,2026-02-17 21:00,XS,1976.57,1.0085,1999.946265,6.58,0.33,22.1,1.10,-1.92,-0.10,-394.15,-0.04
294,空头进场,2026-02-17 16:00,short,1983.09,1.0085,1999.946265,6.58,0.33,22.1,1.10,-1.92,-0.10,-394.15,-0.04
295,多头出场,2026-02-18 00:30,XL,1979.45,1.0084,1999.929468,-3.85,-0.19,25.71,1.29,-4.34,-0.22,-398,-0.04
295,多头进场,2026-02-18 00:00,long,1983.27,1.0084,1999.929468,-3.85,-0.19,25.71,1.29,-4.34,-0.22,-398,-0.04
296,多头出场,2026-02-18 02:30,Close entry(s) order long,1997.69,1.0059,1999.93038,9.55,0.48,17.72,0.89,-1.18,-0.06,-388.46,-0.04
296,多头进场,2026-02-18 02:00,long,1988.2,1.0059,1999.93038,9.55,0.48,17.72,0.89,-1.18,-0.06,-388.46,-0.04
297,空头出场,2026-02-18 10:00,XS,1988.58,1.0093,1999.857299,-7.22,-0.36,13.21,0.66,-7.22,-0.36,-395.67,-0.04
297,空头进场,2026-02-18 08:30,short,1981.43,1.0093,1999.857299,-7.22,-0.36,13.21,0.66,-7.22,-0.36,-395.67,-0.04
298,空头出场,2026-02-18 19:00,Close entry(s) order short,1982.42,1.0018,1999.99352,14.01,0.70,20.45,1.02,-1.01,-0.05,-381.67,-0.04
298,空头进场,2026-02-18 18:30,short,1996.4,1.0018,1999.99352,14.01,0.70,20.45,1.02,-1.01,-0.05,-381.67,-0.04
299,多头出场,2026-02-19 16:00,XL,1971.93,1.0192,1999.97616,9.81,0.49,24.85,1.24,-2.98,-0.15,-371.85,-0.04
299,多头进场,2026-02-19 09:00,long,1962.3,1.0192,1999.97616,9.81,0.49,24.85,1.24,-2.98,-0.15,-371.85,-0.04
300,多头出场,2026-02-19 18:00,XL,1961.97,1.0117,1999.807156,-14.88,-0.74,0.77,0.04,-15.48,-0.77,-386.74,-0.04
300,多头进场,2026-02-19 17:00,long,1976.68,1.0117,1999.807156,-14.88,-0.74,0.77,0.04,-15.48,-0.77,-386.74,-0.04
301,多头出场,2026-02-20 08:00,Close entry(s) order long,1962.4,1.0305,1999.85013,22.4,1.12,22.84,1.14,-6.71,-0.34,-364.33,-0.04
301,多头进场,2026-02-20 03:30,long,1940.66,1.0305,1999.85013,22.4,1.12,22.84,1.14,-6.71,-0.34,-364.33,-0.04
302,空头出场,2026-02-20 13:30,XS,1951.53,1.0324,1999.903336,-14.86,-0.74,2.58,0.13,-14.86,-0.74,-379.19,-0.04
302,空头进场,2026-02-20 12:00,short,1937.14,1.0324,1999.903336,-14.86,-0.74,2.58,0.13,-14.86,-0.74,-379.19,-0.04
303,空头出场,2026-02-20 21:30,XS,1924.01,1.024,1999.9232,29.74,1.49,29.74,1.49,-0.57,-0.03,-349.45,-0.03
303,空头进场,2026-02-20 19:00,short,1953.05,1.024,1999.9232,29.74,1.49,29.74,1.49,-0.57,-0.03,-349.45,-0.03
304,多头出场,2026-02-21 00:30,Close entry(s) order long,1968.19,1.0225,1999.815725,12.66,0.63,16.6,0.83,-12.89,-0.64,-336.79,-0.03
304,多头进场,2026-02-20 23:00,long,1955.81,1.0225,1999.815725,12.66,0.63,16.6,0.83,-12.89,-0.64,-336.79,-0.03
305,空头出场,2026-02-21 02:00,XS,1967.49,1.029,1999.95411,-24.59,-1.23,0.4,0.02,-27.22,-1.36,-361.39,-0.04
305,空头进场,2026-02-21 01:00,short,1943.59,1.029,1999.95411,-24.59,-1.23,0.4,0.02,-27.22,-1.36,-361.39,-0.04
306,空头出场,2026-02-21 16:30,XS,1968.63,1.0191,1999.820694,-6.41,-0.32,6.97,0.35,-7.65,-0.38,-367.8,-0.04
306,空头进场,2026-02-21 08:30,short,1962.34,1.0191,1999.820694,-6.41,-0.32,6.97,0.35,-7.65,-0.38,-367.8,-0.04
307,空头出场,2026-02-22 05:30,XS,1981.18,1.0134,1999.89423,-7.83,-0.39,2.96,0.15,-7.83,-0.39,-375.63,-0.04
307,空头进场,2026-02-22 04:30,short,1973.45,1.0134,1999.89423,-7.83,-0.39,2.96,0.15,-7.83,-0.39,-375.63,-0.04
308,空头出场,2026-02-22 08:00,Close entry(s) order short,1970.05,1.0122,1999.874394,5.79,0.29,8.03,0.40,-1.18,-0.06,-369.84,-0.04
308,空头进场,2026-02-22 06:00,short,1975.77,1.0122,1999.874394,5.79,0.29,8.03,0.40,-1.18,-0.06,-369.84,-0.04
309,多头出场,2026-02-22 16:00,XL,1971.61,1.0117,1999.948794,-5.27,-0.26,2.3,0.11,-5.27,-0.26,-375.11,-0.04
309,多头进场,2026-02-22 14:00,long,1976.82,1.0117,1999.948794,-5.27,-0.26,2.3,0.11,-5.27,-0.26,-375.11,-0.04
310,多头出场,2026-02-22 20:00,XL,1975.92,1.0124,1999.905084,0.52,0.03,7.35,0.37,-0.81,-0.04,-374.59,-0.04
310,多头进场,2026-02-22 17:30,long,1975.41,1.0124,1999.905084,0.52,0.03,7.35,0.37,-0.81,-0.04,-374.59,-0.04
311,多头出场,2026-02-23 07:00,XL,1950.37,1.0232,1999.905792,-4.29,-0.21,5.96,0.30,-4.29,-0.21,-378.88,-0.04
311,多头进场,2026-02-23 06:00,long,1954.56,1.0232,1999.905792,-4.29,-0.21,5.96,0.30,-4.29,-0.21,-378.88,-0.04
312,空头出场,2026-02-24 00:30,Close entry(s) order short,1883.89,1.0506,1999.92216,20.71,1.04,23.62,1.18,-5.27,-0.26,-358.17,-0.04
312,空头进场,2026-02-23 23:00,short,1903.6,1.0506,1999.92216,20.71,1.04,23.62,1.18,-5.27,-0.26,-358.17,-0.04
313,多头出场,2026-02-24 23:00,Close entry(s) order long,1848.84,1.0904,1999.95716,16.02,0.80,16.51,0.83,-6.27,-0.31,-342.16,-0.03
313,多头进场,2026-02-24 22:30,long,1834.15,1.0904,1999.95716,16.02,0.80,16.51,0.83,-6.27,-0.31,-342.16,-0.03
314,空头出场,2026-02-25 09:00,XS,1863.12,1.0828,1999.87746,-17.51,-0.88,0,0.00,-17.51,-0.88,-359.67,-0.04
314,空头进场,2026-02-25 08:00,short,1846.95,1.0828,1999.87746,-17.51,-0.88,0,0.00,-17.51,-0.88,-359.67,-0.04
315,空头出场,2026-02-26 12:30,XS,2074.1,0.9775,1999.818375,-27.61,-1.38,0,0.00,-27.61,-1.38,-387.28,-0.04
315,空头进场,2026-02-26 10:00,short,2045.85,0.9775,1999.818375,-27.61,-1.38,0,0.00,-27.61,-1.38,-387.28,-0.04
316,空头出场,2026-02-26 17:00,XS,2068.92,0.9739,1999.971823,-14.95,-0.75,7.75,0.39,-14.95,-0.75,-402.23,-0.04
316,空头进场,2026-02-26 15:30,short,2053.57,0.9739,1999.971823,-14.95,-0.75,7.75,0.39,-14.95,-0.75,-402.23,-0.04
317,空头出场,2026-02-26 22:30,XS,2076.05,0.9719,1999.927225,-17.79,-0.89,1.68,0.08,-17.79,-0.89,-420.01,-0.04
317,空头进场,2026-02-26 19:30,short,2057.75,0.9719,1999.927225,-17.79,-0.89,1.68,0.08,-17.79,-0.89,-420.01,-0.04
318,空头出场,2026-02-26 23:00,Close entry(s) order short,2023.06,0.9747,1999.98693,28.11,1.41,33.02,1.65,-1.22,-0.06,-391.9,-0.04
318,空头进场,2026-02-26 22:30,short,2051.9,0.9747,1999.98693,28.11,1.41,33.02,1.65,-1.22,-0.06,-391.9,-0.04
319,多头出场,2026-02-27 08:30,XL,2011.75,0.9842,1999.835348,-19.87,-0.99,5.73,0.29,-19.87,-0.99,-411.78,-0.04
319,多头进场,2026-02-27 05:00,long,2031.94,0.9842,1999.835348,-19.87,-0.99,5.73,0.29,-19.87,-0.99,-411.78,-0.04
320,多头出场,2026-02-27 12:00,Close entry(s) order long,2056.39,0.9779,1999.961964,10.98,0.55,17.3,0.86,-2.08,-0.10,-400.79,-0.04
320,多头进场,2026-02-27 11:30,long,2045.16,0.9779,1999.961964,10.98,0.55,17.3,0.86,-2.08,-0.10,-400.79,-0.04
321,空头出场,2026-02-27 16:00,XS,2042.42,0.984,1999.99968,-9.74,-0.49,9.97,0.50,-9.74,-0.49,-410.54,-0.04
321,空头进场,2026-02-27 14:00,short,2032.52,0.984,1999.99968,-9.74,-0.49,9.97,0.50,-9.74,-0.49,-410.54,-0.04
322,空头出场,2026-02-27 18:00,Close entry(s) order short,1991.33,0.9946,1999.872058,19.3,0.96,25.51,1.28,-2.61,-0.13,-391.24,-0.04
322,空头进场,2026-02-27 17:30,short,2010.73,0.9946,1999.872058,19.3,0.96,25.51,1.28,-2.61,-0.13,-391.24,-0.04
323,多头出场,2026-02-28 22:30,XL,1888.99,1.0498,1999.889996,-16.83,-0.84,10.69,0.53,-16.83,-0.84,-408.07,-0.04
323,多头进场,2026-02-28 21:30,long,1905.02,1.0498,1999.889996,-16.83,-0.84,10.69,0.53,-16.83,-0.84,-408.07,-0.04
324,空头出场,2026-03-01 21:30,XS,1991.49,1.0068,1999.927656,-5.1,-0.26,16.72,0.84,-8.71,-0.44,-413.17,-0.04
324,空头进场,2026-03-01 16:30,short,1986.42,1.0068,1999.927656,-5.1,-0.26,16.72,0.84,-8.71,-0.44,-413.17,-0.04
325,空头出场,2026-03-02 01:00,Close entry(s) order short,1965.37,1.013,1999.84434,8.92,0.45,20.19,1.01,-1.63,-0.08,-404.25,-0.04
325,空头进场,2026-03-02 00:30,short,1974.18,1.013,1999.84434,8.92,0.45,20.19,1.01,-1.63,-0.08,-404.25,-0.04
326,多头出场,2026-03-02 10:00,XL,1957.96,1.0199,1999.860716,-2.94,-0.15,28.42,1.42,-2.94,-0.15,-407.19,-0.04
326,多头进场,2026-03-02 08:30,long,1960.84,1.0199,1999.860716,-2.94,-0.15,28.42,1.42,-2.94,-0.15,-407.19,-0.04
327,多头出场,2026-03-02 14:00,XL,1955.75,1.0133,1999.940077,-18.18,-0.91,8.98,0.45,-18.18,-0.91,-425.36,-0.04
327,多头进场,2026-03-02 11:00,long,1973.69,1.0133,1999.940077,-18.18,-0.91,8.98,0.45,-18.18,-0.91,-425.36,-0.04
328,多头出场,2026-03-02 19:00,XL,1937.98,1.0213,1999.838169,-20.58,-1.03,5.22,0.26,-20.58,-1.03,-445.94,-0.04
328,多头进场,2026-03-02 17:00,long,1958.13,1.0213,1999.838169,-20.58,-1.03,5.22,0.26,-20.58,-1.03,-445.94,-0.04
329,空头出场,2026-03-03 13:30,Close entry(s) order short,1993.43,0.9901,1999.962396,26.27,1.31,31.55,1.58,-2.42,-0.12,-419.68,-0.04
329,空头进场,2026-03-03 09:30,short,2019.96,0.9901,1999.962396,26.27,1.31,31.55,1.58,-2.42,-0.12,-419.68,-0.04
330,空头出场,2026-03-04 07:00,XS,1988.05,1.0109,1999.823034,-9.9,-0.49,18.85,0.94,-9.9,-0.49,-429.57,-0.04
330,空头进场,2026-03-04 04:30,short,1978.26,1.0109,1999.823034,-9.9,-0.49,18.85,0.94,-9.9,-0.49,-429.57,-0.04
331,空头出场,2026-03-04 09:30,XS,1996.35,1.0117,1999.989262,-19.72,-0.99,6.81,0.34,-19.72,-0.99,-449.29,-0.04
331,空头进场,2026-03-04 08:30,short,1976.86,1.0117,1999.989262,-19.72,-0.99,6.81,0.34,-19.72,-0.99,-449.29,-0.04
332,空头出场,2026-03-04 13:30,XS,1968.99,1.0137,1999.979415,4.01,0.20,28.2,1.41,-9.75,-0.49,-445.28,-0.04
332,空头进场,2026-03-04 10:00,short,1972.95,1.0137,1999.979415,4.01,0.20,28.2,1.41,-9.75,-0.49,-445.28,-0.04
333,空头出场,2026-03-05 12:30,XS,2135.3,0.946,1999.9386,-20.06,-1.00,5.2,0.26,-20.19,-1.01,-465.33,-0.05
333,空头进场,2026-03-05 09:30,short,2114.1,0.946,1999.9386,-20.06,-1.00,5.2,0.26,-20.19,-1.01,-465.33,-0.05
334,空头出场,2026-03-05 15:30,Close entry(s) order short,2105.43,0.9434,1999.923094,13.66,0.68,22.09,1.10,-12.13,-0.61,-451.67,-0.05
334,空头进场,2026-03-05 13:00,short,2119.91,0.9434,1999.923094,13.66,0.68,22.09,1.10,-12.13,-0.61,-451.67,-0.05
335,多头出场,2026-03-05 18:30,Close entry(s) order long,2156.61,0.9392,1999.923088,25.57,1.28,32.48,1.62,-8.09,-0.40,-426.11,-0.04
335,多头进场,2026-03-05 17:00,long,2129.39,0.9392,1999.923088,25.57,1.28,32.48,1.62,-8.09,-0.40,-426.11,-0.04
336,空头出场,2026-03-05 23:00,Close entry(s) order short,2074.09,0.9418,1999.836956,46.46,2.32,47.32,2.37,-6.85,-0.34,-379.65,-0.04
336,空头进场,2026-03-05 21:00,short,2123.42,0.9418,1999.836956,46.46,2.32,47.32,2.37,-6.85,-0.34,-379.65,-0.04
337,多头出场,2026-03-06 12:30,XL,2068.48,0.9578,1999.857666,-18.67,-0.93,5,0.25,-18.67,-0.93,-398.31,-0.04
337,多头进场,2026-03-06 09:30,long,2087.97,0.9578,1999.857666,-18.67,-0.93,5,0.25,-18.67,-0.93,-398.31,-0.04
338,多头出场,2026-03-06 17:00,XL,2069.51,0.9594,1999.8693,-14.38,-0.72,2.86,0.14,-14.38,-0.72,-412.7,-0.04
338,多头进场,2026-03-06 15:00,long,2084.5,0.9594,1999.8693,-14.38,-0.72,2.86,0.14,-14.38,-0.72,-412.7,-0.04
339,多头出场,2026-03-07 20:30,XL,1982,1.0085,1999.83533,-0.99,-0.05,11.43,0.57,-7.72,-0.39,-413.68,-0.04
339,多头进场,2026-03-07 15:30,long,1982.98,1.0085,1999.83533,-0.99,-0.05,11.43,0.57,-7.72,-0.39,-413.68,-0.04
340,多头出场,2026-03-08 00:30,XL,1975.04,1.0065,1999.81485,-11.94,-0.60,0.39,0.02,-11.94,-0.60,-425.62,-0.04
340,多头进场,2026-03-07 22:30,long,1986.9,1.0065,1999.81485,-11.94,-0.60,0.39,0.02,-11.94,-0.60,-425.62,-0.04
341,多头出场,2026-03-08 18:00,Close entry(s) order long,1975.89,1.0205,1999.91467,16.48,0.82,20.29,1.01,-2.97,-0.15,-409.14,-0.04
341,多头进场,2026-03-08 16:30,long,1959.74,1.0205,1999.91467,16.48,0.82,20.29,1.01,-2.97,-0.15,-409.14,-0.04
342,空头出场,2026-03-08 20:00,XS,1927.86,1.0208,1999.920736,31.96,1.60,31.96,1.60,-3.3,-0.16,-377.18,-0.04
342,空头进场,2026-03-08 19:00,short,1959.17,1.0208,1999.920736,31.96,1.60,31.96,1.60,-3.3,-0.16,-377.18,-0.04
343,多头出场,2026-03-09 03:30,Close entry(s) order long,1964.77,1.0206,1999.81467,5.43,0.27,10.25,0.51,-1.15,-0.06,-371.75,-0.04
343,多头进场,2026-03-09 03:00,long,1959.45,1.0206,1999.81467,5.43,0.27,10.25,0.51,-1.15,-0.06,-371.75,-0.04
344,空头出场,2026-03-09 07:00,XS,1945.89,1.0363,1999.820651,-16.71,-0.84,5.87,0.29,-19.1,-0.96,-388.45,-0.04
344,空头进场,2026-03-09 06:00,short,1929.77,1.0363,1999.820651,-16.71,-0.84,5.87,0.29,-19.1,-0.96,-388.45,-0.04
345,空头出场,2026-03-09 08:30,XS,1952.66,1.0324,1999.872364,-16.05,-0.80,7.31,0.37,-16.05,-0.80,-404.51,-0.04
345,空头进场,2026-03-09 07:30,short,1937.11,1.0324,1999.872364,-16.05,-0.80,7.31,0.37,-16.05,-0.80,-404.51,-0.04
346,空头出场,2026-03-09 10:30,XS,1962.08,1.0277,1999.863092,-16.57,-0.83,7.52,0.38,-16.57,-0.83,-421.08,-0.04
346,空头进场,2026-03-09 09:30,short,1945.96,1.0277,1999.863092,-16.57,-0.83,7.52,0.38,-16.57,-0.83,-421.08,-0.04
347,空头出场,2026-03-10 08:00,XS,2013.11,0.9986,1999.866262,-10.43,-0.52,12.66,0.63,-10.43,-0.52,-431.5,-0.04
347,空头进场,2026-03-10 06:30,short,2002.67,0.9986,1999.866262,-10.43,-0.52,12.66,0.63,-10.43,-0.52,-431.5,-0.04
348,空头出场,2026-03-10 10:30,XS,2029.88,0.9935,1999.85589,-16.83,-0.84,5.52,0.28,-16.83,-0.84,-448.33,-0.04
348,空头进场,2026-03-10 09:00,short,2012.94,0.9935,1999.85589,-16.83,-0.84,5.52,0.28,-16.83,-0.84,-448.33,-0.04
349,空头出场,2026-03-10 22:00,Close entry(s) order short,2025.13,0.9833,1999.93387,8.62,0.43,24.13,1.21,-2.81,-0.14,-439.71,-0.04
349,空头进场,2026-03-10 21:30,short,2033.9,0.9833,1999.93387,8.62,0.43,24.13,1.21,-2.81,-0.14,-439.71,-0.04
350,空头出场,2026-03-11 06:30,Close entry(s) order short,2027.82,0.977,1999.87992,18.7,0.94,25.94,1.30,-7.67,-0.38,-421.01,-0.04
350,空头进场,2026-03-11 02:00,short,2046.96,0.977,1999.87992,18.7,0.94,25.94,1.30,-7.67,-0.38,-421.01,-0.04
351,多头出场,2026-03-11 13:30,XL,2023.42,0.9807,1999.833633,-15.47,-0.77,1.93,0.10,-15.47,-0.77,-436.47,-0.04
351,多头进场,2026-03-11 12:30,long,2039.19,0.9807,1999.833633,-15.47,-0.77,1.93,0.10,-15.47,-0.77,-436.47,-0.04
352,多头出场,2026-03-11 19:30,XL,2017.56,0.9858,1999.951608,-11.04,-0.55,4.78,0.24,-11.04,-0.55,-447.51,-0.04
352,多头进场,2026-03-11 18:30,long,2028.76,0.9858,1999.951608,-11.04,-0.55,4.78,0.24,-11.04,-0.55,-447.51,-0.04
353,多头出场,2026-03-11 21:00,Close entry(s) order long,2046.08,0.9872,1999.859888,20.03,1.00,22.87,1.14,-6.22,-0.31,-427.48,-0.04
353,多头进场,2026-03-11 20:00,long,2025.79,0.9872,1999.859888,20.03,1.00,22.87,1.14,-6.22,-0.31,-427.48,-0.04
354,空头出场,2026-03-12 10:30,XS,2023.47,0.9711,1999.863918,34.87,1.74,34.87,1.74,-0.78,-0.04,-392.61,-0.04
354,空头进场,2026-03-12 07:00,short,2059.38,0.9711,1999.863918,34.87,1.74,34.87,1.74,-0.78,-0.04,-392.61,-0.04
355,多头出场,2026-03-12 17:30,Close entry(s) order long,2056.14,0.9798,1999.948164,14.66,0.73,24.12,1.21,-2.15,-0.11,-377.95,-0.04
355,多头进场,2026-03-12 15:30,long,2041.18,0.9798,1999.948164,14.66,0.73,24.12,1.21,-2.15,-0.11,-377.95,-0.04
356,空头出场,2026-03-12 23:00,XS,2068.73,0.9775,1999.798825,-22.38,-1.12,6.03,0.30,-24.33,-1.22,-400.34,-0.04
356,空头进场,2026-03-12 22:30,short,2045.83,0.9775,1999.798825,-22.38,-1.12,6.03,0.30,-24.33,-1.22,-400.34,-0.04
357,空头出场,2026-03-13 03:30,XS,2069.18,0.9739,1999.874433,-15.3,-0.77,7.29,0.36,-15.3,-0.77,-415.64,-0.04
357,空头进场,2026-03-13 02:00,short,2053.47,0.9739,1999.874433,-15.3,-0.77,7.29,0.36,-15.3,-0.77,-415.64,-0.04
358,空头出场,2026-03-13 16:30,XS,2111.64,0.9541,1999.88901,-14.83,-0.74,4.26,0.21,-14.83,-0.74,-430.46,-0.04
358,空头进场,2026-03-13 14:30,short,2096.1,0.9541,1999.88901,-14.83,-0.74,4.26,0.21,-14.83,-0.74,-430.46,-0.04
359,多头出场,2026-03-14 01:30,XL,2108.97,0.9372,1999.862964,-23.34,-1.17,6.36,0.32,-23.34,-1.17,-453.8,-0.05
359,多头进场,2026-03-14 00:30,long,2133.87,0.9372,1999.862964,-23.34,-1.17,6.36,0.32,-23.34,-1.17,-453.8,-0.05
360,多头出场,2026-03-14 13:30,XL,2089.49,0.9515,1999.80561,-11.66,-0.58,4.23,0.21,-12.6,-0.63,-465.46,-0.05
360,多头进场,2026-03-14 11:30,long,2101.74,0.9515,1999.80561,-11.66,-0.58,4.23,0.21,-12.6,-0.63,-465.46,-0.05
361,多头出场,2026-03-15 07:00,XL,2096.47,0.9615,1999.871925,15.88,0.79,15.88,0.79,-0.57,-0.03,-449.57,-0.04
361,多头进场,2026-03-15 04:00,long,2079.95,0.9615,1999.871925,15.88,0.79,15.88,0.79,-0.57,-0.03,-449.57,-0.04
362,多头出场,2026-03-16 02:30,XL,2100.74,0.9472,1999.946496,-10.13,-0.51,2.35,0.12,-10.13,-0.51,-459.7,-0.05
362,多头进场,2026-03-16 01:30,long,2111.43,0.9472,1999.946496,-10.13,-0.51,2.35,0.12,-10.13,-0.51,-459.7,-0.05
363,多头出场,2026-03-16 04:30,Close entry(s) order long,2129.75,0.9468,1999.991916,16.46,0.82,25.11,1.26,-2.42,-0.12,-443.24,-0.04
363,多头进场,2026-03-16 03:00,long,2112.37,0.9468,1999.991916,16.46,0.82,25.11,1.26,-2.42,-0.12,-443.24,-0.04
364,空头出场,2026-03-17 13:30,Close entry(s) order short,2307.31,0.862,1999.9262,11.02,0.55,19.95,1.00,-8.46,-0.42,-432.22,-0.04
364,空头进场,2026-03-17 11:30,short,2320.1,0.862,1999.9262,11.02,0.55,19.95,1.00,-8.46,-0.42,-432.22,-0.04
365,多头出场,2026-03-17 18:00,XL,2307.78,0.8563,1999.794457,-23.64,-1.18,0.71,0.04,-23.64,-1.18,-455.86,-0.05
365,多头进场,2026-03-17 15:00,long,2335.39,0.8563,1999.794457,-23.64,-1.18,0.71,0.04,-23.64,-1.18,-455.86,-0.05
366,多头出场,2026-03-17 22:00,XL,2320.4,0.8589,1999.888527,-6.9,-0.34,15,0.75,-12.9,-0.65,-462.76,-0.05
366,多头进场,2026-03-17 19:00,long,2328.43,0.8589,1999.888527,-6.9,-0.34,15,0.75,-12.9,-0.65,-462.76,-0.05
367,多头出场,2026-03-18 03:30,XL,2317.87,0.8579,1999.945059,-11.44,-0.57,9.78,0.49,-11.44,-0.57,-474.2,-0.05
367,多头进场,2026-03-18 00:00,long,2331.21,0.8579,1999.945059,-11.44,-0.57,9.78,0.49,-11.44,-0.57,-474.2,-0.05
368,多头出场,2026-03-18 06:30,XL,2319.56,0.8586,1999.928394,-8.35,-0.42,12.86,0.64,-8.35,-0.42,-482.56,-0.05
368,多头进场,2026-03-18 04:00,long,2329.29,0.8586,1999.928394,-8.35,-0.42,12.86,0.64,-8.35,-0.42,-482.56,-0.05
369,多头出场,2026-03-18 08:00,XL,2312.11,0.8585,1999.91009,-14.96,-0.75,2.96,0.15,-14.96,-0.75,-497.52,-0.05
369,多头进场,2026-03-18 06:30,long,2329.54,0.8585,1999.91009,-14.96,-0.75,2.96,0.15,-14.96,-0.75,-497.52,-0.05
370,多头出场,2026-03-18 12:30,XL,2330.86,0.858,1999.97226,-0.09,0.00,16.1,0.81,-5.95,-0.30,-497.61,-0.05
370,多头进场,2026-03-18 09:00,long,2330.97,0.858,1999.97226,-0.09,0.00,16.1,0.81,-5.95,-0.30,-497.61,-0.05
371,多头出场,2026-03-18 15:30,XL,2313.62,0.8584,1999.848816,-13.84,-0.69,0.7,0.03,-13.84,-0.69,-511.45,-0.05
371,多头进场,2026-03-18 14:00,long,2329.74,0.8584,1999.848816,-13.84,-0.69,0.7,0.03,-13.84,-0.69,-511.45,-0.05
372,多头出场,2026-03-18 18:30,XL,2319.41,0.8585,1999.798485,-8.59,-0.43,4.1,0.21,-8.59,-0.43,-520.04,-0.05
372,多头进场,2026-03-18 17:00,long,2329.41,0.8585,1999.798485,-8.59,-0.43,4.1,0.21,-8.59,-0.43,-520.04,-0.05
373,多头出场,2026-03-19 12:00,XL,2204.38,0.8973,1999.875321,-21.89,-1.09,0.92,0.05,-21.89,-1.09,-541.92,-0.05
